x, y, theta, stamp, 
-1.5201548337936401, 1.4890384674072266, -0.8483651219143862, 1697814726433752057, 
-1.5201548337936401, 1.4890384674072266, -0.8483651772102198, 1697814726527632367, 
-1.5201548337936401, 1.4890384674072266, -0.8483651005608925, 1697814726577130145, 
-1.5201548337936401, 1.4890384674072266, -0.8483649942207053, 1697814726627160561, 
-1.5201548337936401, 1.4890384674072266, -0.8483650617849312, 1697814726674906049, 
-1.5201548337936401, 1.4890384674072266, -0.8483650574728991, 1697814726736192951, 
-1.5201548337936401, 1.4890384674072266, -0.8483650596632313, 1697814726785592985, 
-1.5201548337936401, 1.4890384674072266, -0.8483650687686701, 1697814726835597641, 
-1.5201548337936401, 1.4890384674072266, -0.8483650048988255, 1697814726885590687, 
-1.5201548337936401, 1.4890384674072266, -0.8483650116762358, 1697814726924955218, 
-1.5201401710510254, 1.4890434741973877, -0.8484081142974217, 1697814726975804044, 
-1.5168002843856812, 1.485398530960083, -0.8476935494353007, 1697814727045269884, 
-1.4928960800170898, 1.457431674003601, -0.8562441545163898, 1697814727235471768, 
-1.4510619640350342, 1.4069467782974243, -0.8759658112702121, 1697814727445781423, 
-1.4335542917251587, 1.385703206062317, -0.8811352289790839, 1697814727536536773, 
-1.4143058061599731, 1.362290382385254, -0.8882526129765872, 1697814727635483027, 
-1.3746345043182373, 1.311231255531311, -0.9053429545570365, 1697814727846676399, 
-1.3576468229293823, 1.2895262241363525, -0.9078257943305037, 1697814727936553809, 
-1.339781641960144, 1.265924334526062, -0.9166769792684849, 1697814728035673498, 
-1.323090672492981, 1.2442572116851807, -0.9223847964304934, 1697814728125999242, 
-1.3049935102462769, 1.219521403312683, -0.9254897248392984, 1697814728225399897, 
-1.2849045991897583, 1.19246506690979, -0.9283902578482962, 1697814728337579479, 
-1.266676664352417, 1.1679795980453491, -0.9267650596336684, 1697814728435596847, 
-1.250013828277588, 1.1458241939544678, -0.922058407246366, 1697814728526565077, 
-1.2313368320465088, 1.1217983961105347, -0.9148416141650175, 1697814728625355245, 
-1.2105802297592163, 1.0957674980163574, -0.9030318685683697, 1697814728735647973, 
-1.1913554668426514, 1.0717016458511353, -0.892255540176157, 1697814728835470389, 
-1.1740913391113281, 1.0505038499832153, -0.8820238382076075, 1697814728926444219, 
-1.1544172763824463, 1.02712881565094, -0.8702305703752028, 1697814729024778443, 
-1.1322622299194336, 1.0015919208526611, -0.8573173341942183, 1697814729135575512, 
-1.1119085550308228, 0.9787732362747192, -0.8478542963915224, 1697814729235444677, 
-1.0935308933258057, 0.9581877589225769, -0.8432142868810014, 1697814729326447846, 
-1.0688672065734863, 0.9309793710708618, -0.8371113178591041, 1697814729445943482, 
-1.0507025718688965, 0.9107134938240051, -0.8371114627636863, 1697814729534884438, 
-1.0304490327835083, 0.8880711793899536, -0.839575693627342, 1697814729634809613, 
-1.0123194456100464, 0.8674087524414062, -0.8430940228059086, 1697814729726454663, 
-0.9918766617774963, 0.8438841104507446, -0.8494264602952164, 1697814729825498084, 
-0.9699010252952576, 0.818049430847168, -0.8569664733264332, 1697814729935463632, 
-0.9504939317703247, 0.794781506061554, -0.8688584380848857, 1697814730035489463, 
-0.9327773451805115, 0.7734395265579224, -0.8785881005435493, 1697814730127532372, 
-0.9136418700218201, 0.7498471140861511, -0.8865518378185264, 1697814730224911611, 
-0.8917269110679626, 0.7225328683853149, -0.8957789865611231, 1697814730339533024, 
-0.8746312856674194, 0.7007017135620117, -0.9066411664938493, 1697814730430503066, 
-0.8573186993598938, 0.6774666905403137, -0.915361258760098, 1697814730526585690, 
-0.8387671113014221, 0.6530593037605286, -0.9207669108791311, 1697814730624760218, 
-0.8184462189674377, 0.6262521743774414, -0.9222765799196652, 1697814730735546119, 
-0.8008132576942444, 0.6031213998794556, -0.9227131742770586, 1697814730831475093, 
-0.7828354835510254, 0.5796502232551575, -0.9226304988088365, 1697814730930529713, 
-0.765756368637085, 0.5575025677680969, -0.9198336349997907, 1697814731020668370, 
-0.7438831925392151, 0.5293288230895996, -0.9036267236079523, 1697814731135547882, 
-0.7252768278121948, 0.5059806108474731, -0.8881335104953971, 1697814731236496251, 
-0.7076108455657959, 0.4848727583885193, -0.8756178791625728, 1697814731326521967, 
-0.6873288750648499, 0.4615236520767212, -0.8616405820985513, 1697814731425446270, 
-0.6648418307304382, 0.4361795485019684, -0.8476268351297297, 1697814731536495251, 
-0.6443459987640381, 0.4144138693809509, -0.8355015317377027, 1697814731636604582, 
-0.6253982782363892, 0.3939376473426819, -0.8233640945550578, 1697814731726562140, 
-0.604069709777832, 0.3718828856945038, -0.8051598481164384, 1697814731826400571, 
-0.5803466439247131, 0.34784388542175293, -0.7921776394578658, 1697814731935906090, 
-0.5588534474372864, 0.32592910528182983, -0.7840459405571037, 1697814732036508093, 
-0.5388409495353699, 0.30644387006759644, -0.7776823774648906, 1697814732126607368, 
-0.5165913701057434, 0.28504830598831177, -0.7698930984232153, 1697814732226311610, 
-0.4920779764652252, 0.2622007727622986, -0.7467268850837337, 1697814732336717211, 
-0.4692286252975464, 0.24227271974086761, -0.7268841214433602, 1697814732436492677, 
-0.4483499228954315, 0.22397322952747345, -0.7197330762191266, 1697814732526606265, 
-0.42530766129493713, 0.2039894312620163, -0.7119714974694279, 1697814732626129511, 
-0.39958736300468445, 0.18225039541721344, -0.7012534960992315, 1697814732736514833, 
-0.3753330111503601, 0.16315749287605286, -0.6654991436058745, 1697814732836514520, 
-0.3532002568244934, 0.14705149829387665, -0.629834205776034, 1697814732926611263, 
-0.32788050174713135, 0.12955355644226074, -0.6071113163210419, 1697814733025928913, 
-0.3005549907684326, 0.11056198179721832, -0.5994616421258723, 1697814733135837615, 
-0.27463215589523315, 0.093437559902668, -0.5798997544347767, 1697814733237486335, 
-0.25117257237434387, 0.07929686456918716, -0.5312453883449587, 1697814733326614285, 
-0.22474287450313568, 0.06487513333559036, -0.47687394451882864, 1697814733425808803, 
-0.19391055405139923, 0.04972995072603226, -0.4489146891815759, 1697814733536523030, 
-0.16704075038433075, 0.0374382808804512, -0.4378355521073673, 1697814733633496474, 
-0.14046387374401093, 0.025892434641718864, -0.3989638230556795, 1697814733726591342, 
-0.11208098381757736, 0.014845689758658409, -0.3267043255426602, 1697814733826479460, 
-0.07971169799566269, 0.005226585548371077, -0.25808433242832274, 1697814733936647869, 
-0.05064792186021805, -0.001440716558136046, -0.20559042922250134, 1697814734033733610, 
-0.02258123829960823, -0.006482514087110758, -0.1470669809343105, 1697814734126505389, 
0.013454707339406013, -0.010440101847052574, -0.06083474898594197, 1697814734243902328, 
0.042238082736730576, -0.011268616653978825, 0.010282827928875388, 1697814734336516629, 
0.07063803821802139, -0.00941751804202795, 0.11321843581924733, 1697814734433963942, 
0.09804724901914597, -0.004788263235241175, 0.20354684019635672, 1697814734525908961, 
0.12855225801467896, 0.0026852968148887157, 0.28212009689347795, 1697814734626427796, 
