x, y, theta, stamp, 
-2.5246100425720215, -0.011698381043970585, -0.04019431116170334, 1697814870632955208, 
-2.524609327316284, -0.011699396185576916, -0.04018452463129584, 1697814870683062943, 
-2.524608612060547, -0.011700287461280823, -0.040175938217985, 1697814870729267584, 
-2.524608612060547, -0.011700287461280823, -0.040175938217985, 1697814870772983527, 
-2.5201637744903564, -0.011774932034313679, -0.0357308106072917, 1697814870843017251, 
-2.5144193172454834, -0.012022653594613075, -0.03361853667679348, 1697814870889054502, 
-2.5067203044891357, -0.012295911088585854, -0.03237523584173949, 1697814870933423235, 
-2.496742010116577, -0.012606391683220863, -0.030423154380836353, 1697814870982973883, 
-2.484729051589966, -0.012778114527463913, -0.02673714134025369, 1697814871032969050, 
-2.46976637840271, -0.013294161297380924, -0.022229081764300447, 1697814871083033766, 
-2.4549126625061035, -0.013539476320147514, -0.01912906419433354, 1697814871129248362, 
-2.440502166748047, -0.01381761860102415, -0.017829507232263647, 1697814871172995940, 
-2.4184865951538086, -0.014219129458069801, -0.014469379686199426, 1697814871244004982, 
-2.404683828353882, -0.014281981624662876, -0.010717542566166235, 1697814871289001481, 
-2.3762905597686768, -0.01425014715641737, -0.0031421058255539694, 1697814871382989276, 
-2.34591007232666, -0.014280292205512524, 0.00037226718932639735, 1697814871484018160, 
-2.318033218383789, -0.014303541742265224, 0.0053607363545502395, 1697814871572996752, 
-2.2820229530334473, -0.01380849163979292, 0.011961342604383095, 1697814871690009375, 
-2.2535645961761475, -0.013218405656516552, 0.01624151397219024, 1697814871782973998, 
-2.2231128215789795, -0.012467121705412865, 0.018431074507784757, 1697814871884142998, 
-2.195324659347534, -0.0120468158274889, 0.021746186976638812, 1697814871972990041, 
-2.1598315238952637, -0.011076792143285275, 0.02250410266841572, 1697814872090057214, 
-2.131537675857544, -0.010541182942688465, 0.022101418623962855, 1697814872182961899, 
-2.1016199588775635, -0.009925765916705132, 0.022744659864740203, 1697814872281089274, 
-2.0731189250946045, -0.009380510076880455, 0.02221681580813311, 1697814872372994933, 
-2.0369155406951904, -0.008681854233145714, 0.019174186019382488, 1697814872491161624, 
-2.0085949897766113, -0.008152318187057972, 0.01726068814342648, 1697814872582978033, 
-1.9789963960647583, -0.007643920835107565, 0.01581183564799873, 1697814872681081015, 
-1.9506933689117432, -0.007345433346927166, 0.015349547764984617, 1697814872773158331, 
-1.9148321151733398, -0.006844815798103809, 0.013364748072107604, 1697814872891042369, 
-1.8868571519851685, -0.006474463269114494, 0.011219017952084236, 1697814872982997680, 
-1.8565279245376587, -0.006305058021098375, 0.010692116070123749, 1697814873082118068, 
-1.8283764123916626, -0.006112219765782356, 0.011097418092492076, 1697814873172908619, 
-1.7921414375305176, -0.005609062034636736, 0.010803691203392743, 1697814873292052339, 
-1.763988733291626, -0.005422638263553381, 0.009741565687436234, 1697814873384001080, 
-1.734151005744934, -0.004948579706251621, 0.009010104821762675, 1697814873482109256, 
-1.705793857574463, -0.004498581867665052, 0.010040763131833644, 1697814873573921898, 
-1.6689269542694092, -0.004084392450749874, 0.010841596206605976, 1697814873693217661, 
-1.641403079032898, -0.0038713430985808372, 0.010868771183034923, 1697814873784037799, 
-1.6104700565338135, -0.003611630527302623, 0.0115000999692304, 1697814873883151512, 
-1.5827410221099854, -0.0033597485162317753, 0.012418715919055627, 1697814873972795324, 
-1.5459880828857422, -0.002995156217366457, 0.011540871779674491, 1697814874093153645, 
-1.5187301635742188, -0.0024193585850298405, 0.009643085495965611, 1697814874184056907, 
-1.4878747463226318, -0.0019165222765877843, 0.011513208368028974, 1697814874283134101, 
-1.4606411457061768, -0.0016384839545935392, 0.01482409602488416, 1697814874372964650, 
-1.4233818054199219, -0.0012625938979908824, 0.013714266403902517, 1697814874493061263, 
-1.395891785621643, -0.0011560841230675578, 0.013984151937017663, 1697814874584058366, 
-1.3650825023651123, -0.0007699501002207398, 0.014697007440423038, 1697814874683276682, 
-1.3314658403396606, -0.0003285743296146393, 0.016153726042169952, 1697814874793430024, 
-1.3011088371276855, -5.062432319391519e-05, 0.019581218584835507, 1697814874893207813, 
-1.2738254070281982, 0.0004668778274208307, 0.0218032480808152, 1697814874983047401, 
-1.243418574333191, 0.0013360257726162672, 0.022250734936796347, 1697814875083725948, 
-1.2157878875732422, 0.002115471288561821, 0.026167076839007698, 1697814875173612392, 
-1.178483009338379, 0.003233088180422783, 0.029793540576273887, 1697814875294043027, 
-1.1511062383651733, 0.004327534697949886, 0.031854663459020216, 1697814875383038857, 
-1.1204129457473755, 0.00552724301815033, 0.04409154761527749, 1697814875483059198, 
-1.0926029682159424, 0.0069039654918015, 0.05208445083356541, 1697814875573028774, 
-1.0556303262710571, 0.009153982624411583, 0.05870864623772586, 1697814875693036197, 
-1.0282431840896606, 0.01088530384004116, 0.06501438678395481, 1697814875783024615, 
-0.9980093836784363, 0.01312596071511507, 0.07148539137237515, 1697814875883183372, 
-0.9702432155609131, 0.015292295254766941, 0.07781555257763549, 1697814875973621363, 
-0.933449387550354, 0.01825370453298092, 0.08676659917769965, 1697814876093183060, 
-0.9059382081031799, 0.021026093512773514, 0.10950234899744793, 1697814876183040811, 
-0.8759591579437256, 0.024874405935406685, 0.13214003481192493, 1697814876283274254, 
-0.8484665155410767, 0.028690088540315628, 0.143189324224325, 1697814876373945528, 
-0.8123669028282166, 0.0343514122068882, 0.15565001397596845, 1697814876493386458, 
-0.7850433588027954, 0.0386442132294178, 0.16600627889924124, 1697814876583398295, 
-0.7548310160636902, 0.044225238263607025, 0.18299763670647878, 1697814876683114975, 
-0.7277978658676147, 0.04995686933398247, 0.23218331562761196, 1697814876774409336, 
-0.692426323890686, 0.05889837071299553, 0.2841109579240481, 1697814876892804110, 
-0.6658902764320374, 0.06684372574090958, 0.3004626104858475, 1697814876983369796, 
-0.6367456912994385, 0.07642040401697159, 0.3237813468062511, 1697814877083461363, 
