x, y, theta, stamp, 
-0.6107867360115051, 0.08549323678016663, 0.34641747257896155, 1697814877175558202, 
-0.590899646282196, 0.09277310967445374, 0.36405485301737767, 1697814877243519964, 
-0.55157870054245, 0.10947857052087784, 0.4549167714559656, 1697814877383175959, 
-0.5241709351539612, 0.12372307479381561, 0.5236350354192635, 1697814877483100581, 
-0.500044047832489, 0.13761276006698608, 0.5460584798098944, 1697814877574082606, 
-0.47026607394218445, 0.15634623169898987, 0.5798990835813956, 1697814877690224709, 
-0.4453774094581604, 0.17327040433883667, 0.61285240303072, 1697814877787226925, 
-0.42217156291007996, 0.18994462490081787, 0.64067711893243, 1697814877879260122, 
-0.3979892432689667, 0.20852074027061462, 0.6685554038893782, 1697814877978306763, 
-0.3718092441558838, 0.22992251813411713, 0.6977175123761616, 1697814878088129590, 
-0.34857794642448425, 0.25013262033462524, 0.723455246746497, 1697814878188104073, 
-0.3280176818370819, 0.26820942759513855, 0.7305569988296078, 1697814878278113413, 
-0.3050750195980072, 0.2887258529663086, 0.7390710454109339, 1697814878378100718, 
-0.2802084684371948, 0.3116742968559265, 0.7429624203770178, 1697814878489209916, 
-0.25749683380126953, 0.3320920169353485, 0.743789829676289, 1697814878588058596, 
-0.23713095486164093, 0.3508179783821106, 0.7444410235567518, 1697814878679127018, 
-0.21431191265583038, 0.3714282512664795, 0.7419784323765858, 1697814878778111589, 
-0.18938414752483368, 0.39384764432907104, 0.7324197198879361, 1697814878889089276, 
-0.167750746011734, 0.413048654794693, 0.7268045948069899, 1697814878983063576, 
-0.1449451893568039, 0.43307748436927795, 0.7180102755808053, 1697814879083123775, 
-0.11916326731443405, 0.455288827419281, 0.7087894953836892, 1697814879193314964, 
-0.09646393358707428, 0.4742944836616516, 0.6995547888540916, 1697814879289233175, 
-0.07437729835510254, 0.49258363246917725, 0.6745671321371923, 1697814879383064005, 
-0.05055868998169899, 0.5114244818687439, 0.6493349173407393, 1697814879484109140, 
-0.02799816057085991, 0.5280752778053284, 0.6383754242740756, 1697814879573164543, 
0.00027214596047997475, 0.5488125681877136, 0.630763637897676, 1697814879690153079, 
0.023441404104232788, 0.5655577182769775, 0.6231957987093275, 1697814879783068963, 
0.048443954437971115, 0.5831489562988281, 0.6135858545672945, 1697814879884136815, 
0.07108650356531143, 0.5989899635314941, 0.6096388030187773, 1697814879973332056, 
0.10051377862691879, 0.6197553873062134, 0.614104002090843, 1697814880090196841, 
0.12380333244800568, 0.6361689567565918, 0.6204857264672509, 1697814880183064106, 
0.14904426038265228, 0.6536604166030884, 0.5901056353851466, 1697814880285168605, 
0.17196322977542877, 0.6687828302383423, 0.5587478905080652, 1697814880374073370, 
0.20216843485832214, 0.6873152256011963, 0.5475001402429597, 1697814880490235629, 
0.22644320130348206, 0.7018215656280518, 0.5404653988488048, 1697814880584065388, 
0.25226128101348877, 0.7170619964599609, 0.5284208759280558, 1697814880681175950, 
0.2818540632724762, 0.7339949607849121, 0.51107690319026, 1697814880794735080, 
0.3080763816833496, 0.7484896183013916, 0.49814795145480895, 1697814880891293079, 
0.3330037593841553, 0.7622830271720886, 0.4954240121909337, 1697814880983073219, 
0.35930147767066956, 0.7765421867370605, 0.5024692818648488, 1697814881081178866, 
0.38381528854370117, 0.7897939085960388, 0.5059373917360506, 1697814881174528787, 
0.41609567403793335, 0.8066818118095398, 0.4549926917984923, 1697814881292100268, 
0.44145867228507996, 0.8187183141708374, 0.4160173482096367, 1697814881383073645, 
0.4691896438598633, 0.8311843276023865, 0.40010302253274, 1697814881482192409, 
0.49447745084762573, 0.8415871262550354, 0.3906180031230252, 1697814881574626351, 
0.5282866358757019, 0.8550702333450317, 0.36990244686963963, 1697814881692143985, 
0.5546908378601074, 0.8650696873664856, 0.3472207018033526, 1697814881785067310, 
0.5832332372665405, 0.8749426007270813, 0.31592340593415796, 1697814881882205722, 
0.6099469065666199, 0.8832402229309082, 0.2755740417856264, 1697814881975079979, 
0.6444089412689209, 0.8926450610160828, 0.24386277501316564, 1697814882092235309, 
0.6718473434448242, 0.8993331789970398, 0.22972928054874622, 1697814882185175647, 
0.7015389204025269, 0.9061253070831299, 0.20976031501569922, 1697814882283225564, 
0.7284407019615173, 0.9115724563598633, 0.19555970600222727, 1697814882373982282, 
0.7643440961837769, 0.9182925820350647, 0.1827127744643459, 1697814882493298338, 
0.7922182679176331, 0.923319399356842, 0.17689955332290136, 1697814882584096117, 
0.8222512602806091, 0.9284523725509644, 0.15622631951911425, 1697814882683231663, 
0.849185049533844, 0.9324913620948792, 0.1443837624110507, 1697814882774634517, 
0.8855985403060913, 0.9374196529388428, 0.13654112665738868, 1697814882894359199, 
0.9128236770629883, 0.9412263631820679, 0.13541504637574156, 1697814882984104268, 
0.9430570602416992, 0.9454637765884399, 0.1397415210260397, 1697814883083521171, 
0.9705541729927063, 0.9494533538818359, 0.137111665067661, 1697814883174055466, 
1.0070749521255493, 0.9539103507995605, 0.11267779776581464, 1697814883294134750, 
1.0347545146942139, 0.9567301273345947, 0.10493955786852979, 1697814883384237694, 
1.0652925968170166, 0.9600012898445129, 0.10442341280584201, 1697814883483227183, 
1.092415690422058, 0.9628052711486816, 0.10481351334221349, 1697814883574246934, 
1.1289163827896118, 0.966625452041626, 0.09796943166090552, 1697814883694224721, 
1.1565251350402832, 0.9692738652229309, 0.08766930769247575, 1697814883785223024, 
1.186991810798645, 0.9714887142181396, 0.06863243573167142, 1697814883884403104, 
1.214893102645874, 0.9729738831520081, 0.05765624775451198, 1697814883974124684, 
1.2514615058898926, 0.9746832847595215, 0.04583781766878294, 1697814884094145533, 
1.278670310974121, 0.9759369492530823, 0.044176995012929744, 1697814884184114917, 
1.3088840246200562, 0.9772368669509888, 0.03890699136339934, 1697814884284325452, 
1.3424657583236694, 0.978124737739563, 0.02986237628719889, 1697814884393177866, 
1.3729997873306274, 0.9787794947624207, 0.021516580039586012, 1697814884494306601, 
1.4005552530288696, 0.9794092774391174, 0.019274742727624906, 1697814884584173194, 
1.4311847686767578, 0.9799080491065979, 0.024521561802200866, 1697814884684471080, 
1.4464035034179688, 0.9802230596542358, 0.025432068536726343, 1697814884734330911, 
1.4957833290100098, 0.9812983870506287, 0.029530660041931597, 1697814884894527523, 
1.5232638120651245, 0.9825224876403809, 0.03215347482352688, 1697814884984500869, 
1.55378258228302, 0.9837550520896912, 0.04041959850917411, 1697814885084245462, 
1.5811046361923218, 0.9850731492042542, 0.04718826747937628, 1697814885174553921, 
1.617966651916504, 0.9869865775108337, 0.05509182700146404, 1697814885294815667, 
1.6455923318862915, 0.9887344837188721, 0.06060830412053706, 1697814885384541195, 
1.6762001514434814, 0.9905875325202942, 0.06645020364145061, 1697814885484574142, 
1.7035095691680908, 0.9925938844680786, 0.07024820976320854, 1697814885575281238, 
1.7404154539108276, 0.9953067898750305, 0.07524667287516115, 1697814885695745240, 
