x, y, th, stamp, 
-9.774138450622559, 3.961303949356079, 0.27572695395347496, 1695997128.700385, 
-9.774138450622559, 3.961303949356079, 0.2757269613307508, 1695997128.7373965, 
-9.774138450622559, 3.961303949356079, 0.27572707791887563, 1695997128.8014212, 
-9.774138450622559, 3.961303949356079, 0.2757270867483793, 1695997128.84746, 
-9.774138450622559, 3.961303949356079, 0.27572704100458056, 1695997128.897624, 
-9.774138450622559, 3.961303949356079, 0.2757270199511196, 1695997128.939587, 
-9.774138450622559, 3.961303949356079, 0.27572701158337126, 1695997129.0068593, 
-9.774138450622559, 3.961303949356079, 0.2757270068947107, 1695997129.057499, 
-9.774138450622559, 3.961303949356079, 0.2757270823895319, 1695997129.1494553, 
-9.774138450622559, 3.961303949356079, 0.27572708173370586, 1695997129.1995065, 
-9.774138450622559, 3.961303949356079, 0.27572710468894535, 1695997129.2476513, 
-9.774138450622559, 3.961303949356079, 0.27572708615396774, 1695997129.2966, 
-9.774138450622559, 3.961303949356079, 0.27572719193644535, 1695997129.3390832, 
-9.774138450622559, 3.961303949356079, 0.27572726476919046, 1695997129.4063318, 
-9.774138450622559, 3.961303949356079, 0.2757272409396671, 1695997129.456224, 
-9.774138450622559, 3.961303949356079, 0.27572722530866983, 1695997129.4988916, 
-9.774138450622559, 3.961303949356079, 0.27572720283183827, 1695997129.5494561, 
-9.774138450622559, 3.961303949356079, 0.2757272499898731, 1695997129.599451, 
-9.774138450622559, 3.961303949356079, 0.2757272350096232, 1695997129.646469, 
-9.774138450622559, 3.961303949356079, 0.27572721376130627, 1695997129.6964977, 
-9.774138450622559, 3.961303949356079, 0.27572713736468296, 1695997129.739561, 
-9.774138450622559, 3.961303949356079, 0.2757270885336581, 1695997129.806318, 
-9.774138450622559, 3.961303949356079, 0.2757270885336581, 1695997129.8396144, 
-9.774138450622559, 3.961303949356079, 0.275727190460768, 1695997129.89036, 
-9.774138450622559, 3.961303949356079, 0.27572716620309146, 1695997129.9496214, 
-9.774138450622559, 3.961303949356079, 0.27572716620309146, 1695997129.9977582, 
-9.774138450622559, 3.961303949356079, 0.2757270707114482, 1695997130.0504687, 
-9.774138450622559, 3.961303949356079, 0.2757269787802773, 1695997130.0956485, 
-9.774138450622559, 3.961303949356079, 0.27572694814546894, 1695997130.1394994, 
-9.774138450622559, 3.961303949356079, 0.2757269456545719, 1695997130.1890626, 
-9.774138450622559, 3.961303949356079, 0.2757269456545719, 1695997130.2385526, 
-9.774138450622559, 3.961303949356079, 0.27572695086350435, 1695997130.2989495, 
-9.774138450622559, 3.961303949356079, 0.27572694480727483, 1695997130.3494585, 
-9.774138450622559, 3.961303949356079, 0.27572694480727483, 1695997130.3984718, 
-9.774138450622559, 3.961303949356079, 0.2757270586029267, 1695997130.449443, 
-9.774138450622559, 3.961303949356079, 0.27572712273577116, 1695997130.4956143, 
-9.774138450622559, 3.961303949356079, 0.27572712273577116, 1695997130.5395157, 
-9.774138450622559, 3.961303949356079, 0.275727155300071, 1695997130.589463, 
-9.774138450622559, 3.961303949356079, 0.275727155300071, 1695997130.638539, 
-9.774140357971191, 3.9613053798675537, 0.2757088933490241, 1695997130.6994138, 
-9.773883819580078, 3.9611704349517822, 0.2867119659449114, 1695997130.7494664, 
-9.773675918579102, 3.961366891860962, 0.3279536735447088, 1695997130.7984834, 
-9.773195266723633, 3.961466073989868, 0.38483845917098924, 1695997130.848458, 
-9.772201538085938, 3.961435556411743, 0.4383037564989247, 1695997130.894459, 
-9.771053314208984, 3.9616215229034424, 0.48952692352749644, 1695997130.9395232, 
-9.77007007598877, 3.961866855621338, 0.539947487483346, 1695997130.9889615, 
-9.769381523132324, 3.9621925354003906, 0.5899211736145862, 1695997131.0384552, 
-9.768146514892578, 3.962545156478882, 0.6507384500168854, 1695997131.0994368, 
-9.767250061035156, 3.9630284309387207, 0.7001835538295206, 1695997131.149515, 
-9.766451835632324, 3.963587522506714, 0.7484449622031497, 1695997131.1984603, 
-9.76518726348877, 3.964257001876831, 0.7989580473103564, 1695997131.2494466, 
-9.7638521194458, 3.964967727661133, 0.8522617945136937, 1695997131.3004556, 
-9.76301097869873, 3.965937376022339, 0.8930613070712138, 1695997131.3396175, 
-9.76181697845459, 3.9673283100128174, 0.9438764683101339, 1695997131.389133, 
-9.759857177734375, 3.969066858291626, 1.0169331890832591, 1695997131.4602911, 
-9.758936882019043, 3.970486640930176, 1.0559480830550627, 1695997131.4994373, 
-9.757716178894043, 3.972137689590454, 1.107178773224438, 1695997131.5494745, 
-9.756589889526367, 3.9738054275512695, 1.158128654731339, 1695997131.5994606, 
-9.755411148071289, 3.9761791229248047, 1.208746101497755, 1695997131.649465, 
-9.754495620727539, 3.978623867034912, 1.2598573553737884, 1695997131.6994498, 
-9.7537841796875, 3.980647325515747, 1.3015370069895034, 1695997131.739547, 
-9.752837181091309, 3.983505964279175, 1.3521694642884738, 1695997131.7889729, 
-9.752344131469727, 3.9865288734436035, 1.4007825745701872, 1695997131.8377538, 
-9.751494407653809, 3.9903104305267334, 1.4613470482350828, 1695997131.8994658, 
-9.751069068908691, 3.9936370849609375, 1.5115383663850552, 1695997131.9494755, 
-9.750799179077148, 3.9968152046203613, 1.5591768477606756, 1695997131.996481, 
-9.75078010559082, 4.000364303588867, 1.6095096285255486, 1695997132.045498, 
-9.750860214233398, 4.003941059112549, 1.6612467164623146, 1695997132.0954463, 
-9.751099586486816, 4.00753927230835, 1.7105200333970019, 1695997132.1435497, 
-9.751405715942383, 4.011448860168457, 1.760647148614921, 1695997132.1919615, 
-9.75209903717041, 4.0150675773620605, 1.8023259399008311, 1695997132.2354844, 
-9.75353717803955, 4.020620346069336, 1.867250023653057, 1695997132.302465, 
-9.754963874816895, 4.024837970733643, 1.9167311968428025, 1695997132.351482, 
-9.756355285644531, 4.028614521026611, 1.9599307379458035, 1695997132.3956747, 
-9.758498191833496, 4.033098220825195, 2.015302051769771, 1695997132.4444556, 
-9.760939598083496, 4.037858963012695, 2.0755811160409743, 1695997132.4944615, 
-9.764273643493652, 4.043794631958008, 2.1441036159123605, 1695997132.5455492, 
-9.76806926727295, 4.049083232879639, 2.208402974183923, 1695997132.5889966, 
-9.774988174438477, 4.057634353637695, 2.3170032384316173, 1695997132.6594777, 
-9.779217720031738, 4.062215328216553, 2.3798876393893758, 1695997132.7004504, 
-9.78424072265625, 4.066826820373535, 2.445771595580926, 1695997132.7495127, 
-9.788442611694336, 4.070304870605469, 2.494750808854847, 1695997132.799488, 
