x, y, th, stamp, 
-2.5800364017486572, 1.7578068971633911, 2.329840941122909, 1695994635.5773041, 
-2.5800364017486572, 1.7578068971633911, 2.329840941122909, 1695994635.6233003, 
-2.5800364017486572, 1.7578068971633911, 2.329840941122909, 1695994635.671412, 
-2.5800364017486572, 1.7578068971633911, 2.329840941122909, 1695994635.7189686, 
-2.5800364017486572, 1.7578068971633911, 2.329840941122909, 1695994635.7836394, 
-2.5800364017486572, 1.7578068971633911, 2.329840941122909, 1695994635.8313513, 
-2.5800364017486572, 1.7578068971633911, 2.329840941122909, 1695994635.8792813, 
-2.5800364017486572, 1.7578068971633911, 2.329840941122909, 1695994635.9273834, 
-2.5800364017486572, 1.7578068971633911, 2.329840941122909, 1695994635.9763143, 
-2.5800364017486572, 1.7578068971633911, 2.329840941122909, 1695994636.023323, 
-2.5800364017486572, 1.7578068971633911, 2.329840941122909, 1695994636.071415, 
-2.5800364017486572, 1.7578068971633911, 2.329840941122909, 1695994636.1190634, 
-2.5800364017486572, 1.7578068971633911, 2.329840941122909, 1695994636.1833556, 
-2.5800364017486572, 1.7578068971633911, 2.329840941122909, 1695994636.2313423, 
-2.5800364017486572, 1.7578068971633911, 2.329840941122909, 1695994636.280309, 
-2.5800364017486572, 1.7578068971633911, 2.329840941122909, 1695994636.3273222, 
-2.5800364017486572, 1.7578068971633911, 2.329840941122909, 1695994636.3763044, 
-2.5800364017486572, 1.7578068971633911, 2.329840941122909, 1695994636.4233248, 
-2.5800364017486572, 1.7578068971633911, 2.329840941122909, 1695994636.4714146, 
-2.5800364017486572, 1.7578068971633911, 2.329840941122909, 1695994636.5188868, 
-2.5800364017486572, 1.7578068971633911, 2.329840941122909, 1695994636.5833054, 
-2.5800364017486572, 1.7578068971633911, 2.329840941122909, 1695994636.6309261, 
-2.5800364017486572, 1.7578068971633911, 2.329840941122909, 1695994636.679521, 
-2.5800364017486572, 1.7578068971633911, 2.329840941122909, 1695994636.7275796, 
-2.5800364017486572, 1.7578068971633911, 2.329840941122909, 1695994636.7765055, 
-2.5800364017486572, 1.7578068971633911, 2.329840941122909, 1695994636.824982, 
-2.5800364017486572, 1.7578068971633911, 2.329840941122909, 1695994636.8714085, 
-2.5800364017486572, 1.7578068971633911, 2.329840941122909, 1695994636.9190462, 
-2.5800364017486572, 1.7578068971633911, 2.329840941122909, 1695994636.9677346, 
-2.5800364017486572, 1.7578068971633911, 2.329840941122909, 1695994637.0309718, 
-2.5800364017486572, 1.7578068971633911, 2.329840941122909, 1695994637.0789232, 
-2.5800364017486572, 1.7578068971633911, 2.329840941122909, 1695994637.1275203, 
-2.5800364017486572, 1.7578068971633911, 2.329840941122909, 1695994637.1754677, 
-2.5800364017486572, 1.7578068971633911, 2.329840941122909, 1695994637.2243912, 
-2.5800364017486572, 1.7578068971633911, 2.329840941122909, 1695994637.2714562, 
-2.5800364017486572, 1.7578068971633911, 2.329840941122909, 1695994637.3187737, 
-2.5800364017486572, 1.7578068971633911, 2.329840941122909, 1695994637.3677144, 
