acc_x, acc_y, angular_z, stamp, 
0.010727226734161377, -0.007873296737670898, -1.3711475083740412e-11, 1695994635.5462348, 
0.010689735412597656, -0.01318448781967163, -1.2653525393625812e-11, 1695994635.5547469, 
-0.0037212371826171875, 0.008308827877044678, -9.18750811697918e-12, 1695994635.5646908, 
-0.027046918869018555, 0.010239362716674805, -1.2050771624459316e-11, 1695994635.574612, 
-0.010861098766326904, 0.00122910737991333, -1.2394693941601975e-11, 1695994635.5845351, 
-0.01800227165222168, 0.0011729598045349121, -1.6476565044230742e-11, 1695994635.5946908, 
0.012551307678222656, -0.002479851245880127, -2.0885263937662514e-11, 1695994635.604565, 
0.012570381164550781, -0.007739126682281494, -1.6614434661796876e-11, 1695994635.6144419, 
-0.016133487224578857, 0.024600446224212646, -1.385190654826675e-11, 1695994635.6269262, 
4.9173831939697266e-05, 0.015487372875213623, -2.427658082846337e-11, 1695994635.6343365, 
-0.010676980018615723, 0.022678911685943604, -1.2676316693615429e-11, 1695994635.644367, 
-0.0016575455665588379, 0.02794104814529419, -1.670490154461619e-11, 1695994635.654423, 
-0.012386858463287354, 0.0151633620262146, -1.3628376695725975e-11, 1695994635.6643248, 
-0.015890061855316162, 0.018734455108642578, -2.9167931056959672e-12, 1695994635.6744418, 
0.03260546922683716, 0.02018195390701294, 4.506969055737976e-12, 1695994635.684342, 
0.018239617347717285, -0.0014295578002929688, 6.709181903649033e-12, 1695994635.6943748, 
-0.0015251636505126953, -0.008770167827606201, 1.0706725046510777e-11, 1695994635.7065654, 
0.01102989912033081, 0.005499780178070068, 2.3461271613867153e-11, 1695994635.7142053, 
0.02713930606842041, 3.0100345611572266e-05, 1.905370739301818e-11, 1695994635.7245357, 
-0.023157179355621338, 0.005434691905975342, 2.293806488345702e-11, 1695994635.7342117, 
-0.017770230770111084, -0.0037263035774230957, 2.5334819256286113e-11, 1695994635.7441998, 
-0.014154613018035889, -0.0002664923667907715, 2.7760756573922094e-11, 1695994635.7548373, 
0.005617260932922363, -0.023689687252044678, 6.371782777108321e-06, 1695994635.7641916, 
-0.012303769588470459, -0.00033777952194213867, 3.389603227944855e-11, 1695994635.7745335, 
-0.001497507095336914, -0.002213418483734131, 3.2297698597821837e-11, 1695994635.7864084, 
0.016467034816741943, 0.008481860160827637, 6.046242354920796e-11, 1695994635.7931197, 
0.028998970985412598, -0.004170119762420654, 3.609350384836329e-11, 1695994635.8032784, 
-0.010516047477722168, -0.02556699514389038, 3.256138505422872e-11, 1695994635.814159, 
-0.014113783836364746, 0.013838648796081543, 3.622811800603702e-11, 1695994635.8240325, 
-0.0015259981155395508, 0.010294854640960693, 3.505288469228027e-11, 1695994635.834285, 
0.0002664923667907715, 0.0047882795333862305, 3.890398444899544e-11, 1695994635.8440554, 
-0.0015215277671813965, 0.004754781723022461, 3.75555158794752e-11, 1695994635.8540785, 
-0.012276768684387207, 0.0010900497436523438, 3.4162993492085e-11, 1695994635.8663013, 
-0.014031767845153809, -0.0007663965225219727, 5.869644992978823e-11, 1695994635.8739808, 
-0.0014271736145019531, -0.0008957386016845703, 5.907632980870028e-06, 1695994635.8840704, 
0.009403467178344727, -0.007838606834411621, 5.0181881901604936e-11, 1695994635.8940551, 
0.0022270679473876953, -0.02230435609817505, 5.024739978723186e-11, 1695994635.9039698, 
0.03094017505645752, 0.0010823607444763184, 4.510908316722202e-11, 1695994635.9144192, 
-0.01756209135055542, 0.004599213600158691, 4.6304394760074966e-11, 1695994635.923931, 
0.003998517990112305, 0.01367807388305664, 4.508075538120417e-11, 1695994635.9339395, 
0.009354054927825928, 0.02248150110244751, 3.450301850517058e-11, 1695994635.9467466, 
0.032654762268066406, -0.009723067283630371, 5.1550580653377976e-11, 1695994635.9539266, 
0.011007845401763916, -0.0045092105865478516, 3.250385783190044e-11, 1695994635.9639673, 
0.0037520527839660645, -0.02061361074447632, 2.598572704354215e-11, 1695994635.9739285, 
8.594989776611328e-05, -0.009836196899414062, 1.5673608783222627e-11, 1695994635.9838648, 
-0.008948922157287598, 0.0009461045265197754, 1.008389274292944e-11, 1695994635.9945605, 
-0.03049224615097046, -0.015054166316986084, 6.30442614070792e-12, 1695994636.0038598, 
-0.025079071521759033, 0.002860844135284424, 1.1464343015244287e-11, 1695994636.0138016, 
-0.032176434993743896, -0.007798373699188232, 1.100384811743338e-11, 1695994636.026565, 
-0.012338757514953613, -0.011429965496063232, 2.955362201052595e-11, 1695994636.0338216, 
-0.0050506591796875, -0.007667422294616699, 2.377424995937259e-11, 1695994636.0437953, 
-0.010340988636016846, 0.0031402111053466797, 2.6115326870198892e-11, 1695994636.053883, 
0.009488880634307861, -0.011217117309570312, 3.04707713916875e-11, 1695994636.0627599, 
0.0005870461463928223, 0.012233436107635498, 2.1215248947746354e-11, 1695994636.0749788, 
0.023960530757904053, 0.015778779983520508, 3.5662629982157497e-11, 1695994636.0827837, 
0.015002191066741943, -0.007404506206512451, 2.5100957121641503e-11, 1695994636.0927658, 
-0.0011553168296813965, -0.00020229816436767578, 1.7621968081223703e-11, 1695994636.1053257, 
-0.010127484798431396, -0.03617572784423828, 2.4056599474872732e-11, 1695994636.113738, 
0.00782841444015503, -0.02362602949142456, 1.685364062897974e-11, 1695994636.122774, 
-0.00470811128616333, 0.0018018484115600586, 7.444533921232554e-12, 1695994636.1338022, 
-0.0064917802810668945, -0.01435774564743042, 5.973750241998691e-13, 1695994636.1437068, 
0.0025054216384887695, 0.012650609016418457, -3.216301673152906e-13, 1695994636.1543658, 
0.006119072437286377, 0.011037170886993408, -4.588747665758719e-12, 1695994636.1637475, 
0.02584528923034668, 0.0021101832389831543, -5.4656793256688856e-12, 1695994636.173734, 
-0.011882603168487549, -0.01756298542022705, -1.3311097510909799e-11, 1695994636.186593, 
0.006066381931304932, -0.006642043590545654, -1.8801429545515297e-11, 1695994636.1937158, 
0.023970484733581543, 0.0005826950073242188, -1.685502927647456e-11, 1695994636.2037215, 
0.02208179235458374, 0.01848626136779785, -1.4073195705976261e-11, 1695994636.2127686, 
0.007627665996551514, 0.004164934158325195, -1.0667760085004461e-11, 1695994636.2236733, 
-0.006820619106292725, 0.004106462001800537, -9.634890096811969e-12, 1695994636.234328, 
0.03439360857009888, -0.008246541023254395, -8.079509873233653e-12, 1695994636.2436783, 
0.00014841556549072266, 0.0006582736968994141, -6.385240846129077e-12, 1695994636.2536962, 
-0.03579980134963989, 0.0008710622787475586, -3.686218841749266e-13, 1695994636.266741, 
-0.016073167324066162, 0.0043836236000061035, -1.76336990559268e-12, 1695994636.273678, 
-0.012495815753936768, 0.0006691813468933105, -8.957894588453452e-13, 1695994636.2836788, 
-0.03398925065994263, 0.0007634758949279785, -2.1812393671888436e-12, 1695994636.293798, 
-0.03568822145462036, -0.0028365254402160645, -9.376143656173783e-12, 1695994636.303649, 
0.0021108388900756836, 0.025804519653320312, -1.0877088255976388e-11, 1695994636.314355, 
0.025514662265777588, 0.025834083557128906, -8.456140436286608e-12, 1695994636.3235676, 
0.016556620597839355, 0.03296303749084473, -1.2093868357767833e-11, 1695994636.3327658, 
0.02372068166732788, 0.018462657928466797, -3.361679201081809e-12, 1695994636.3458965, 
0.027242064476013184, 0.0002735257148742676, -3.435274706161888e-12, 1695994636.3535757, 
-0.01049727201461792, 0.014668166637420654, -1.10910468219416e-12, 1695994636.3636222, 
0.003822147846221924, -0.021413207054138184, 7.934482779380053e-13, 1695994636.373506, 
0.019911229610443115, -0.023328125476837158, 6.502925141156877e-13, 1695994636.3835106, 
-0.003488302230834961, -0.014304161071777344, 1.9497835245328888e-13, 1695994636.3948908, 
-0.028648853302001953, 0.003591001033782959, 2.7996015617780546e-13, 1695994636.4035506, 
0.0018674135208129883, 0.00531536340713501, -9.879382818818738e-13, 1695994636.4135313, 
-0.030406653881072998, 0.007274627685546875, -8.723439107734764e-14, 1695994636.4259238, 
-0.001648545265197754, 0.0017336606979370117, 1.1269874613226695e-12, 1695994636.4335096, 
0.019903123378753662, -0.007296502590179443, 1.189696101129755e-12, 1695994636.4435542, 
0.00552290678024292, 0.015964627265930176, -3.567230394723387e-13, 1695994636.453596, 
0.030624330043792725, 0.008796513080596924, 4.3020564814245396e-13, 1695994636.4635155, 
0.021571040153503418, 0.01417607069015503, 5.5039863599908984e-06, 1695994636.474345, 
0.00532156229019165, -0.01104503870010376, -9.277295639507001e-12, 1695994636.4835062, 
-0.0019456148147583008, -0.018339216709136963, -7.162153828538684e-12, 1695994636.493554, 
-0.019947171211242676, -0.01656210422515869, -1.2005440500559554e-11, 1695994636.5045195, 
-0.016358792781829834, 0.01760697364807129, -1.4128837589614064e-11, 1695994636.5135028, 
-0.014562904834747314, 0.004902243614196777, -1.1825756225661743e-11, 1695994636.5235627, 
-0.016310930252075195, -0.020116209983825684, -1.0953679387317009e-11, 1695994636.5334623, 
-0.019846856594085693, -0.01654362678527832, -4.768854879918393e-12, 1695994636.5435295, 
-0.00900179147720337, -0.009334802627563477, -5.248031435363161e-12, 1695994636.554527, 
0.01977062225341797, -0.00032442808151245117, -4.813414233127924e-13, 1695994636.5634766, 
0.007226705551147461, 0.0015615224838256836, -1.659457806776045e-12, 1695994636.5735013, 
0.02158331871032715, -0.0002117156982421875, -7.930231898593966e-13, 1695994636.5853858, 
0.019751250743865967, 0.012403488159179688, -3.722259567332225e-12, 1695994636.593488, 
0.016094088554382324, -0.009166896343231201, -4.011289747486732e-12, 1695994636.6035168, 
0.005252838134765625, -0.012726843357086182, -4.879906462063896e-12, 1695994636.6134746, 
0.010560989379882812, -0.0055457353591918945, -5.2822049531361e-12, 1695994636.6234722, 
-0.012828528881072998, -0.0036129355430603027, -4.5560903899761406e-12, 1695994636.6347306, 
-0.0003090500831604004, 0.003545105457305908, -5.5645350893305014e-12, 1695994636.6434333, 
-0.025452911853790283, 0.014392852783203125, -2.455631359674239e-12, 1695994636.6534204, 
-0.02003234624862671, -0.028592228889465332, -4.585549923628866e-13, 1695994636.6653206, 
0.0033333301544189453, 0.0037668943405151367, -2.7515839374132504e-12, 1695994636.6734445, 
-0.019979894161224365, -0.01422727108001709, 1.9904305046358218e-12, 1695994636.6834357, 
-0.01988142728805542, -0.006738901138305664, 1.496393255978034e-12, 1695994636.6934373, 
0.008893907070159912, 0.02009028196334839, 1.6389355392701527e-12, 1695994636.7034218, 
0.02864605188369751, 0.018185317516326904, 1.339959405598111e-12, 1695994636.714805, 
0.016066431999206543, 0.01287156343460083, 1.8351625700736567e-12, 1695994636.7234063, 
0.0052852630615234375, 0.014802336692810059, 1.5287457771141928e-12, 1695994636.7336178, 
0.02137535810470581, 0.0073795318603515625, 1.3936655599023775e-12, 1695994636.742804, 
-0.0038189291954040527, -0.0016875267028808594, 1.6706203317254208e-12, 1695994636.7517776, 
0.003321826457977295, -0.014258086681365967, -2.0078265697198925e-12, 1695994636.7627206, 
-0.0039067864418029785, -0.012529551982879639, -1.7720792518009348e-12, 1695994636.772721, 
-0.0362091064453125, -0.001680612564086914, -1.326792402823277e-13, 1695994636.7828455, 
-0.007439374923706055, 0.0037332773208618164, 7.654869538030455e-13, 1695994636.794353, 
0.01054757833480835, -0.008695363998413086, 2.378488873272639e-12, 1695994636.8017592, 
-0.012788593769073486, 0.023458361625671387, 2.8401666185232644e-13, 1695994636.8129, 
-0.007354676723480225, 0.0055342912673950195, 6.086993727728046e-13, 1695994636.8226948, 
-0.0001361370086669922, 0.0001035928726196289, -3.526792023171895e-13, 1695994636.8326366, 
-0.003691375255584717, -0.012490928173065186, -4.3820914293298887e-13, 1695994636.8428895, 
0.01608121395111084, 0.00548863410949707, -4.531116862206329e-13, 1695994636.8526747, 
-7.325410842895508e-05, 0.01801389455795288, -1.2079316652420191e-12, 1695994636.8617797, 
0.00530773401260376, -7.224082946777344e-05, -7.762950735203065e-13, 1695994636.8743076, 
0.019651472568511963, 0.008877694606781006, -2.3124288143218663e-12, 1695994636.8825486, 
-0.009094536304473877, -0.018055498600006104, -1.8345259085265942e-12, 1695994636.8928177, 
-0.016257286071777344, -0.025144755840301514, -8.767871389933669e-13, 1695994636.9026353, 
-0.03237307071685791, 0.017849504947662354, -1.2331263562757453e-12, 1695994636.9125574, 
-0.0286787748336792, 0.0017091035842895508, 9.649450815705687e-13, 1695994636.922597, 
-0.019589662551879883, -0.0073732733726501465, 2.6754726640197723e-12, 1695994636.9325275, 
-0.0050850510597229, 0.010728657245635986, 4.618519057105744e-12, 1695994636.9425294, 
0.00040733814239501953, 0.01244586706161499, 5.489712521510751e-12, 1695994636.9544349, 
0.005895376205444336, 0.03219175338745117, 1.0749448043688982e-11, 1695994636.9625926, 
0.009564578533172607, 0.03032928705215454, 1.7508613845507697e-11, 1695994636.9725075, 
0.007816076278686523, -0.002168118953704834, 2.4021224358606665e-11, 1695994636.982468, 
-0.002911686897277832, -0.018457770347595215, 2.8126920458309945e-11, 1695994636.9926229, 
-0.011827230453491211, -0.011352300643920898, 6.053442026982801e-06, 1695994637.0024693, 
0.0008093714714050293, -0.0006018280982971191, 6.006491770877635e-06, 1695994637.0123928, 
0.0008718967437744141, -0.005963385105133057, 4.202789447666827e-11, 1695994637.0223596, 
-0.0008744001388549805, 0.010125875473022461, 3.7151291498993814e-11, 1695994637.0348217, 
-0.022331595420837402, -0.032849252223968506, 6.789974249043863e-11, 1695994637.0422792, 
-0.013260424137115479, 0.0030272603034973145, 5.2167488601059984e-11, 1695994637.0525637, 
