,t,imu_ax,imu_ay,odom_omega,odom_x,odom_y,odom_theta,kf_x,kf_y,kf_theta,kf_omega,kf_v,kf_vdot,odom_v
10,1700233843.7646554,0.0842357873916626,0.0769447088241577,0.9975517988204956,-2.3177709579467773,-0.9132347106933594,-1.148330950210495,-2.317385426182876,-0.9111623291535004,-1.2645608529275116,0.994232366478427,0.0900405303188409,0.1204815733504723,0.11425185623019507
11,1700233843.86464,0.1189073324203491,0.1036406755447387,1.0396376848220823,-2.3142528533935547,-0.9215565323829652,-1.0328379686173907,-2.314748151190292,-0.9194237256286992,-1.163366951302361,1.0227124813202122,0.0946735355885639,0.1193739002059218,0.13538178526632955
12,1700233843.964671,0.2730043530464172,0.6877938508987427,1.2239031791687012,-2.3085548877716064,-0.9304631948471068,-0.9136403567641292,-2.308297846061068,-0.9348700271790948,-1.0527409929954432,1.1660759721341802,0.3176543445661082,0.2183001617676446,0.07756868764280123
13,1700233844.06465,-0.3914847373962402,-0.1034258008003234,1.5063732862472534,-2.3003594875335693,-0.940186619758606,-0.7854982620592261,-2.296914905779857,-0.95378131274077,-0.9252793143169712,1.332522993040963,0.0648025872034681,-0.1634593330397562,0.15414458941125214
14,1700233844.164647,0.0308913588523864,0.1669698357582092,1.1270591020584106,-2.2906277179718018,-0.9496310353279114,-0.6576370777958767,-2.2915472510822625,-0.9612231504400208,-0.8000316699898945,1.2059329812832285,0.1132798506580912,-0.0422670992865564,0.20419536847832556
15,1700233844.264675,0.5082145929336548,0.5371493101119995,0.9658283591270448,-2.281250476837158,-0.956596851348877,-0.5554354874258909,-2.2805275341553477,-0.9729603712906036,-0.6880047886064767,1.072496837623543,0.2712589241144251,0.3008296820961861,0.17270620942629905
16,1700233844.364647,-0.0568381547927856,0.1209113001823425,1.376058578491211,-2.2672972679138184,-0.9644401669502258,-0.4265883965528661,-2.2627756654888267,-0.9871335977373696,-0.5698806173347252,1.24402758579273,0.1639123277517191,0.0773175681644769,0.16594022635161731
17,1700233844.4646657,-0.642808198928833,0.1580502986907959,1.342621922492981,-2.251506805419922,-0.9713681936264038,-0.3030716736247449,-2.249396707069776,-0.9956734224140312,-0.4419552871111083,1.3015127959438852,0.1465782361820307,-0.3677891130552744,0.21379431180507208
18,1700233844.5646484,0.5918862223625183,0.1922188401222229,1.0035295486450195,-2.236633062362671,-0.9761937856674194,-0.1907508462082739,-2.2349434091505658,-1.0026947568676208,-0.3229896388606538,1.1190901661733044,0.1537510971744129,0.2255622471750782,0.2362883574659436
19,1700233844.6646488,-0.3009445071220398,0.259611964225769,0.9358779788017272,-2.2203187942504883,-0.97890305519104,-0.0907356606022316,-2.2190697191981386,-1.0082061749774642,-0.2178362874094537,1.01104973426316,0.1962058587941481,-0.099173013355738,0.24754301159341202
20,1700233844.764648,-0.1438736319541931,0.242113709449768,0.98702472448349,-2.203322410583496,-0.9796867370605468,0.0066948587777832,-2.1994013824587664,-1.0125911272988657,-0.1174027880686988,1.0010647917133555,0.2005042638815375,-0.1264996789654504,0.2568158350279952
21,1700233844.8646388,-0.1538611054420471,0.0832722187042236,1.03832745552063,-2.1875600814819336,-0.9790241122245787,0.1011616901139741,-2.180979659101882,-1.0146974944069516,-0.0161740648647167,1.0164294661190385,0.1460284566955345,-0.1441917385309054,0.220049318595889
22,1700233844.9646308,0.0765504837036132,-0.357397198677063,1.051074504852295,-2.16884446144104,-0.976427972316742,0.20483878002282,-2.1721815248275798,-1.014618349361137,0.085860647285285,1.0100895209803662,-0.0238848816077957,-0.0108682874630268,0.2548682963226337
23,1700233845.064638,-0.0397984981536865,-0.079798936843872,0.9577559232711792,-2.15042495727539,-0.971930742263794,0.3022444207821629,-2.1723354888536552,-1.0147303570372088,0.1847257129699978,0.9788526913126028,0.0323239859563475,-0.0276441648827888,0.22109100058951195
24,1700233845.164672,-0.1419094800949096,0.1406974792480468,0.9686896204948424,-2.130354404449463,-0.9650189876556396,0.4108264817920516,-2.165396329321963,-1.013581944303548,0.2821369654483525,0.9728549065968298,0.1316945869691978,-0.0962410931672313,0.25004540460275076
25,1700233845.2646396,0.0921109318733215,0.022405207157135,1.054474115371704,-2.113166570663452,-0.9567738175392152,0.5039296279214773,-2.1531265812564997,-1.0099773188390893,0.3820539242221219,1.0153612492548436,0.1176487299728824,0.0199783226632152,0.18210135537275368
26,1700233845.3646412,0.0920888185501098,0.1152544021606445,1.0557130575180054,-2.094238758087158,-0.9454944133758544,0.6104040399881672,-2.1411743986996608,-1.005202361560175,0.4848408383897421,1.0369362185819673,0.1526332336192485,0.0651382679338309,0.2726403228733668
27,1700233845.4646568,0.3708090782165527,-0.1078516840934753,0.9731324315071106,-2.0745246410369877,-0.9298667907714844,0.7198630887939925,-2.130157434651048,-0.9992990620680064,0.5852813892642972,0.9803399023003244,0.0869679076851332,0.2524829464283745,0.3010584644586716
28,1700233845.5646477,0.071885347366333,0.3420419096946716,0.974704921245575,-2.058093547821045,-0.913739800453186,0.8188354145149752,-2.1189032801997114,-0.9920639830967632,0.6829173192171584,0.9812998435218736,0.2385247571059262,0.1433981353428595,0.30742531849407234
29,1700233845.6646185,-0.1103907823562622,0.2113925814628601,1.062108874320984,-2.042915344238281,-0.8968700766563416,0.9122373201292382,-2.1008349548271377,-0.9773078682272442,0.7838709982949437,1.0268208245921828,0.2352744860071326,-0.0136347480947108,0.2599638213919274
30,1700233845.7646492,-0.2940099835395813,0.3411697745323181,0.9951128959655762,-2.0280191898345947,-0.8762038946151733,1.012015488481155,-2.082685882711828,-0.959363264933463,0.8855803034029549,1.0148522209151127,0.279058687936136,-0.185902198147372,0.22531524800518
31,1700233845.8646574,-0.3171827793121338,0.3544884920120239,1.0234057903289795,-2.0131802558898926,-0.8507976531982422,1.1227811277265485,-2.0641830433333017,-0.936795232789322,0.9876888067252152,1.0285064122990173,0.2940797221800865,-0.2663129817467973,0.2586551068817303
32,1700233845.964649,0.0861924290657043,0.0237844586372375,0.9942701458930968,-2.002235412597656,-0.825825035572052,1.2236569727041062,-2.0497557992085573,-0.9147587957400718,1.0883030937445382,0.9815625303521244,0.1848194359443226,-0.0502602087573275,0.31860460623129383
33,1700233846.0646155,0.2349919080734253,0.2841153144836426,1.0367249250411987,-1.9940574169158936,-0.8007289171218872,1.3157397948510126,-2.0399900869591385,-0.8962146928962873,1.1880270132750792,1.0162954089730507,0.2616318001297507,0.1274629918144682,0.21976298288401439
34,1700233846.164712,-0.438010573387146,0.5709290504455566,0.9989583492279052,-1.987927794456482,-0.7708815932273865,1.4166825040698037,-2.028295117095,-0.8677161769877813,1.2898942697057048,1.031852913961032,0.387421366838903,-0.2195355111660822,0.31242601219649113
35,1700233846.2646673,-0.1083891987800598,-0.0102207064628601,0.996214747428894,-1.9844586849212649,-0.7360039949417114,1.5263313304695552,-2.0191117012896336,-0.835438797437316,1.389868371292985,0.9633618801561018,0.2159684140661787,-0.153802889361671,0.2752139152631068
36,1700233846.3646595,-0.0403205752372741,0.2375151515007019,0.9386029839515686,-1.9844443798065183,-0.7032045125961304,1.6226379386287315,-2.0146436693943204,-0.8117137343752473,1.484537129002997,0.9442215578971644,0.2689390533035235,-0.0824374515443694,0.31355174789885204
37,1700233846.4646604,0.5057392120361328,0.6013843417167664,0.9614263772964478,-1.987222909927368,-0.6734345555305481,1.7077830281692428,-2.0117825519151307,-0.7799392872707052,1.5805552967942325,0.9852368084725432,0.4161827585733427,0.283723659592038,0.24234393346079763
38,1700233846.564664,0.0507202744483947,0.4563421607017517,0.9528371691703796,-1.9934232234954836,-0.6403099298477173,1.8026659496102095,-2.01220183611974,-0.7394276829961272,1.6789536619432983,0.9801112727218164,0.4088567458876603,0.1391712448496441,0.2798989253358498
39,1700233846.664675,-0.1203219294548034,0.4526371359825134,0.887606680393219,-2.003483533859253,-0.6047516465187073,1.901140724517282,-2.016537502060548,-0.6987058524259775,1.7747165475503048,0.940695188726537,0.4092881535078028,-0.0213452297448485,0.2954455189144448
40,1700233846.7646525,-0.024868369102478,0.0715017318725586,0.9159733057022096,-2.015922784805298,-0.5728285908699036,1.99450294363022,-2.02403948458855,-0.6630001458433836,1.866855424984792,0.8868400726432866,0.2786930283758675,-0.0260026442541574,0.35226249820634303
41,1700233846.864649,-0.1559990644454956,-0.2833371162414551,0.8566786050796509,-2.0296995639801025,-0.5451419353485107,2.0739544142758617,-2.030755295056662,-0.6413591447029056,1.9524823593092764,0.8094400664479391,0.1218148725182873,-0.1092485316980079,0.38012168709897814
42,1700233846.9647665,-0.0346351265907287,0.2677230834960937,0.8435478806495667,-2.0473721027374268,-0.5154783129692078,2.159692252553688,-2.037373887620248,-0.6242931302223659,2.033517551901438,0.8309455903207998,0.2693892031179125,-0.0601857530879066,0.3106843380734251
43,1700233847.0646293,0.1733229160308838,0.1253082752227783,0.8459069132804871,-2.0663633346557617,-0.4887812733650207,2.240568191880191,-2.0493574055802357,-0.6002929790224487,2.116258893359402,0.824583881553668,0.2659431171195214,0.084046589329807,0.27460036367161333
44,1700233847.1646433,-0.1033477783203125,0.6000085473060608,0.8339899182319641,-2.091078758239746,-0.4595913290977478,2.331346148861872,-2.066305571504351,-0.5719751403950871,2.200349734103103,0.8664478913377646,0.4278133054217835,-0.0287876231715039,0.37042991835740235
45,1700233847.2646322,-0.075219988822937,-0.1769485473632812,0.7976670265197754,-2.1161651611328125,-0.4348679482936859,2.4114386414332265,-2.087007160785258,-0.5437567455701492,2.2808716101253133,0.7441404203544475,0.2220969114729988,-0.0612950836879313,0.37757305598150487
46,1700233847.3646274,0.3038525581359863,0.26248699426651,0.8232153058052063,-2.1418442726135254,-0.4128616452217102,2.489676744629056,-2.1036089036904344,-0.5243635369966514,2.357351629881181,0.7925251632498189,0.3141275401837227,0.166043171474981,0.38877488814847
47,1700233847.464657,0.2812333703041076,0.2415336370468139,0.7594088912010193,-2.174881935119629,-0.3892967998981476,2.577269827552877,-2.126011463546305,-0.5019621115715358,2.43517872942032,0.7687070697279034,0.3364419100445051,0.23726447003294,0.34395815907652405
48,1700233847.5647268,0.0112130045890808,0.1407523155212402,0.7496135234832764,-2.202478647232056,-0.3728126883506775,2.6448986626900286,-2.1505276810187293,-0.4810417919498643,2.510509571077296,0.7385389536261046,0.3171538107027508,0.0968695325730479,0.38182560023598044
49,1700233847.6646345,0.5011788010597229,0.4730798602104187,0.8029794692993164,-2.2343344688415527,-0.356566458940506,2.7249670157407064,-2.178399280253636,-0.4606824429590577,2.587757839414237,0.8052366618499192,0.4116759572050045,0.3481280613546245,0.28197169180691317
50,1700233847.7646315,0.2545807957649231,0.3414664268493652,0.7611656188964844,-2.266378164291382,-0.3435244858264923,2.795756315962137,-2.2121869795082123,-0.4398116097750453,2.66729669317307,0.7842592548399845,0.408370652685015,0.2896521257906311,0.35102974015069344
51,1700233847.8646145,-0.114859938621521,0.4363181591033935,0.7356035709381104,-2.2985594272613525,-0.3328909873962402,2.8653464133154625,-2.248964679026357,-0.4208660566999089,2.745278609468873,0.7782183117906981,0.4375176820450028,0.0398717212456716,0.33523008792469144
52,1700233847.964643,-0.1010504961013794,0.398589015007019,0.6819769144058228,-2.337128162384033,-0.3231785893440246,2.9449589164172774,-2.2891873944703427,-0.4039631149753289,2.821078981276499,0.741535290491116,0.4279164461100371,-0.0474233285870818,0.3693970693877116
53,1700233848.0646176,-0.067911148071289,0.4217026829719543,0.7210651636123657,-2.372767210006714,-0.3171237111091614,3.0150356567527217,-2.330085679351676,-0.39039367177278,2.89585163431586,0.7539146421582713,0.4318361386373967,-0.0599050810637572,0.3301938457031264
54,1700233848.1646743,0.1418635249137878,0.3504278063774109,0.7456690669059753,-2.4074957370758057,-0.3137011229991913,3.084221840104876,-2.371090760088069,-0.3801727661028461,2.971724996100262,0.7592270911684088,0.4118435656048693,0.0644315804084385,0.3248046063185262
55,1700233848.264631,-0.4588786363601684,0.1095252037048339,0.6519176959991455,-2.441516637802124,-0.3129530847072601,-3.136922359268252,-2.409272517424963,-0.3735454466032772,3.043178126963545,0.669040114656916,0.3330025061360676,-0.2603376736189531,0.447259472411667
56,1700233848.3646417,-0.1607556939125061,0.3832048773765564,0.669117271900177,-2.4815542697906494,-0.314592570066452,-3.062620406247468,-2.445772602863391,-0.3698391929760429,3.110615165061776,0.6907437351055006,0.3886837400135672,-0.19733141687116,0.44249910752051314
57,1700233848.464647,0.0474324822425842,0.3479702472686767,0.6775305271148682,-2.5175089836120605,-0.3185529112815857,-2.9964408783571894,-2.485566681830667,-0.3685969744759079,3.180012968982858,0.6990083529635966,0.3969840266136509,-0.0456780207086048,0.34681074140169993
58,1700233848.5646408,-0.1928943991661071,0.4351831674575805,0.658798098564148,-2.552072763442993,-0.3246881365776062,-2.932531811421337,-2.527158338669766,-0.3701210141002257,3.249955871838256,0.7055292016398683,0.4304443400822779,-0.1358869425262769,0.35646580246929316
59,1700233848.6646938,-0.1003893017768859,0.3067964315414428,0.6433220505714417,-2.585455894470215,-0.3329055309295654,-2.8725750334107847,-2.5693738828628674,-0.3746931247389142,3.3190400578761925,0.6774425633796554,0.4006308283425838,-0.1142818673235895,0.36746435610520933
60,1700233848.764668,-0.0706928372383117,0.1889930367469787,0.6348044276237488,-2.6240992546081543,-0.3452031314373016,-2.803088402159536,-2.607811467886086,-0.3815733623476505,3.385003776159998,0.6418094276886338,0.3623298369984124,-0.0878812167933025,0.4094525929206426
61,1700233848.8646305,0.0645070075988769,0.4737918376922607,0.5920217037200928,-2.65854287147522,-0.3587276935577392,-2.742829650780574,-2.6466965723411424,-0.3911001655924623,3.4490459804320346,0.6512590563536979,0.4395016632746194,0.0077834216202315,0.33587865813294493
62,1700233848.964634,-0.2194973230361938,0.2360077500343322,0.6228331923484802,-2.6906309127807617,-0.3735150992870331,-2.6815480562350333,-2.6867199048735757,-0.4038402019189668,3.513395115281928,0.6320602896553517,0.3907276731303876,-0.1334676591495018,0.35290175100333443
63,1700233849.0646286,-0.0063042640686035,0.2974939942359924,0.5737445950508118,-2.7212932109832764,-0.3901432454586029,-2.6254176826963023,-2.724081856959487,-0.4183374885415938,3.5751747542417043,0.6092523979678307,0.3976738502063673,-0.0545947787281773,0.39214076278067
64,1700233849.1646311,0.430014967918396,-0.0240739583969116,0.6088805198669434,-2.7556560039520264,-0.4115509390830993,-2.560961751091402,-2.756240630808333,-0.433356649629003,3.63426742710652,0.5635754035452981,0.3102783137629659,0.2431414321706168,0.4447933671724019
65,1700233849.2646377,0.0838800072669982,-0.0575939416885376,0.5996941328048706,-2.7856521606445312,-0.4332016110420227,-2.500825815662155,-2.781423444547825,-0.4469381680956669,3.6900749446286287,0.546984224167347,0.278841030960187,0.143786359421504,0.4170169557183447
66,1700233849.364658,0.349916398525238,0.141108751296997,0.5722333788871765,-2.812791347503662,-0.4550577104091644,-2.4441611130323357,-2.8062347045698024,-0.462077472360048,3.745113513635197,0.5555318386133756,0.3233385686048813,0.2716134764497774,0.4069759024437796
67,1700233849.4646316,-0.3120381236076355,0.1854667067527771,0.5571081042289734,-2.839299440383911,-0.4789329469203949,-2.389719067822135,-2.8339604505596827,-0.481098605301668,3.8003811147796194,0.5534628610637274,0.3599865799895979,-0.0886208075239113,0.3866994328732097
68,1700233849.5646555,0.0855838060379028,0.355836808681488,0.5580228567123413,-2.869339942932129,-0.5095270276069641,-2.3279480256800515,-2.864757071784445,-0.5048785442708187,3.8569771886311432,0.5808358871802975,0.4160356072317701,0.020120658496612,0.38756679717796977
69,1700233849.664631,-0.5556247234344482,0.0218477845191955,0.5452175140380859,-2.8944690227508545,-0.5379372835159302,-2.273476523650733,-2.8937398670070182,-0.5300529060549928,3.912139732504574,0.5228681864750402,0.3325754036358178,-0.3369540488118596,0.41544723205427037
70,1700233849.764648,-0.0723553895950317,0.2228808999061584,0.5674747228622437,-2.9171688556671143,-0.5665503144264221,-2.218600540930982,-2.919463450969307,-0.5549796996091952,3.9657947692899462,0.553795135333127,0.3607631983451644,-0.1724410550634987,0.3314298958309817
71,1700233849.86466,0.1511822938919067,0.1071434617042541,0.5324705243110657,-2.9374685287475586,-0.5953296422958374,-2.169055517069361,-2.9439679736570543,-0.5814293745392982,4.019508242672491,0.524227601068817,0.3481517929499899,0.0274626156206266,0.4229801474343425
72,1700233849.9646428,0.5039699077606201,0.7858514189720154,0.5525730848312378,-2.959407329559326,-0.6305099129676819,-2.1110208975448987,-2.9711032958984807,-0.6140047594772181,4.077474634469055,0.6388486463698824,0.5257205228545332,0.3248790185041729,0.3923306782514865
73,1700233850.0646513,0.4560483694076538,0.6237903833389282,0.5502533912658691,-2.9769654273986816,-0.6626181602478027,-2.057126621618937,-3.001550608422968,-0.6554999189805037,4.14319380066153,0.6686949123610605,0.5440507574287753,0.4056395855557296,0.41134799291369667
74,1700233850.1646526,0.4083614349365234,0.2570908069610595,0.492915391921997,-2.992664098739624,-0.6952932476997375,-2.0076961276364105,-3.028108638508594,-0.6970508819911565,4.20538922416911,0.5656580870492272,0.4662180277476654,0.4051177202928928,0.4294629538742766
75,1700233850.264645,-0.2276635766029358,-0.2232621312141418,0.4834917783737182,-3.006406307220459,-0.7277514934539795,-1.9625367024536624,-3.0472711804745947,-0.7316038886813183,4.256064802208375,0.4256298319155025,0.3177342409223845,0.010852711631372,0.3758571916591995
76,1700233850.3646553,-0.1210231781005859,-0.1182699799537658,0.5167637467384338,-3.0209641456604004,-0.7674053311347961,-1.9050356589521975,-3.06080629807107,-0.7592636945644877,4.299221061911474,0.4336549911776639,0.2972962824348505,-0.0709586851840457,0.4074799245774138
77,1700233850.4646585,0.4826223254203796,0.3351644873619079,0.5088223218917847,-3.032174825668335,-0.803791344165802,-1.853815207294908,-3.0743798339881327,-0.7902167388371515,4.346091408487873,0.5047898675536361,0.3901021985537297,0.2726684643020945,0.3410500389292154
78,1700233850.5646343,-0.4659380912780761,0.3283476829528808,0.5098274946212769,-3.04121208190918,-0.8397820591926575,-1.8037185872735209,-3.0888435459497905,-0.8278235765401989,4.397991481562989,0.5323705982402068,0.4240483458013363,-0.1832946006034135,0.4193782828703982
79,1700233850.6646378,-0.024023413658142,0.061185598373413,0.4888131618499756,-3.0481770038604736,-0.8748968839645386,-1.7590271035281326,-3.101258809013226,-0.866004574924337,4.448445769842517,0.4784884227015635,0.3616391322161998,-0.0857503026729623,0.43176609886753936
80,1700233850.7646585,-0.1878020167350769,0.1279453039169311,0.5032224059104919,-3.0542280673980717,-0.91619873046875,-1.7068576741778527,-3.1107743516099107,-0.9011877850759028,4.49654392781735,0.4836670091669535,0.3563387653337658,-0.1487060450339945,0.46422038391069864
81,1700233850.8646588,0.5654882788658142,0.0148726105690002,0.4774015545845032,-3.057816743850708,-0.9545241594314576,-1.6581000279037004,-3.118200772597064,-0.9351383479504954,4.54314984277833,0.4501126456861705,0.3402217341754106,0.2922698106385705,0.38862294459670954
82,1700233850.9646504,-0.5081091523170471,0.1951630115509033,0.4353531301021576,-3.0593886375427246,-0.9918758869171144,-1.614194609842866,-3.1242841422490253,-0.9702059023275352,4.587749218105276,0.4463281700109688,0.3767636805150721,-0.2018372772259025,0.3438682163561907
83,1700233851.0646582,-0.2333050966262817,0.115572452545166,0.4559811055660248,-3.059443473815918,-1.02781081199646,-1.5720774769685106,-3.129037160835258,-1.007987997536597,4.632083820849853,0.4418504135138046,0.362748018948257,-0.2211622409230445,0.46375228279915987
84,1700233851.1646993,-0.155297040939331,0.0207827091217041,0.4958022832870483,-3.057723045349121,-1.0701900720596311,-1.5194252856603971,-3.131889940054144,-1.0437057694082137,4.676573448469185,0.4463793619240069,0.3347213657686527,-0.180592003868486,0.4208867744792046
85,1700233851.2646563,0.5859934091567993,0.0378523468971252,0.4465279579162597,-3.054288625717163,-1.108548283576965,-1.472477465279791,-3.133099027673944,-1.0774246653419497,4.719963609145663,0.4245466597639774,0.3401064743231721,0.2931777877793367,0.4426172125818614
86,1700233851.3646345,-0.2954497933387756,-0.1940826177597046,0.4350916147232055,-3.04909896850586,-1.1457624435424805,-1.4293069415961308,-3.1328803883772087,-1.108637727399748,4.759537211441727,0.3691911416720851,0.2964060852732469,-0.0716074595930864,0.4087553007213006
87,1700233851.4646578,-0.182980477809906,-0.1764015555381775,0.4346777200698852,-3.042741060256958,-1.1816433668136597,-1.38811034252588,-3.1314984589051256,-1.1383357156978473,4.79584324105148,0.3586377041971083,0.2868327030037195,-0.1404273683715454,0.46309176247445416
88,1700233851.5646465,-0.4030658006668091,0.1324618458747863,0.4281538724899292,-3.033291339874268,-1.2233898639678955,-1.341045261257921,-3.128839087921344,-1.1708198200891715,4.833777648538797,0.4002635593529912,0.3393872205777836,-0.3014326282131875,0.39102759447845603
89,1700233851.6650236,0.1410720348358154,0.5263749361038208,0.4102989137172699,-3.023007869720459,-1.261422872543335,-1.299381099824819,-3.123982904596747,-1.2110762159105348,4.87752578209403,0.4726109259132213,0.4442028283279705,-0.0258135319864008,0.44614328335234277
90,1700233851.7646475,-0.051439344882965,0.2356982231140136,0.4033235311508178,-3.0117361545562744,-1.2979727983474731,-1.2593140585932452,-3.1168062131291627,-1.2543080892809009,4.923134820219828,0.4430612147172919,0.4278027065524744,-0.0418898402954338,0.4633042388345011
91,1700233851.86461,0.0180153250694274,0.554811954498291,0.4198302626609802,-2.997042179107666,-1.3387047052383425,-1.2125947693858832,-3.107214323956989,-1.2991015798335588,4.970747782951023,0.5086341821096945,0.4879158428019194,-0.0037337250730448,0.34442859245490776
92,1700233851.9646373,0.0942485332489013,0.4384617209434509,0.4294847846031189,-2.983404874801636,-1.3720662593841553,-1.1729203136331807,-3.094777367910994,-1.346076368227915,5.022040400121119,0.5160011261987885,0.4874498716850172,0.0567728734488741,0.460565155766721
93,1700233852.064639,0.2081698775291443,0.6242333650588989,0.404889702796936,-2.967270851135254,-1.4079558849334717,-1.1316155841531843,-3.079357586545989,-1.3942986164232845,5.075002702157831,0.546147526024622,0.5364503555318978,0.1510440915869056,0.4375754414858976
94,1700233852.1646388,0.0269995927810668,0.0050172805786132,0.4053962528705597,-2.94954514503479,-1.4422321319580078,-1.0933946174150946,-3.0626336338277915,-1.438362083739659,5.123641200861527,0.415938220543909,0.4066705788466328,0.0717994588318569,0.3632111853121074
95,1700233852.2646153,0.0129145979881286,0.0025117993354797,0.4396280944347381,-2.928370952606201,-1.4801539182662964,-1.0460109041592995,-3.047252760384497,-1.4735097643466482,5.164598058560126,0.3965577612399261,0.3653719579337866,0.034564319566702,0.405218785400777
96,1700233852.3646362,-0.4520604014396667,0.3416902422904968,0.4101660549640655,-2.9091506004333496,-1.5111417770385742,-1.0099429983535435,-3.029859718210258,-1.5094691948619965,5.206085309795619,0.4389410412388965,0.4240166005505549,-0.2649368330036478,0.41629727857147836
97,1700233852.4646316,0.2604513168334961,0.6540066599845886,0.4287771880626678,-2.886664867401123,-1.54425847530365,-0.9693841519469052,-3.0073475813056514,-1.5512744216410133,5.254623164757506,0.5320064534156533,0.5136516558748349,0.0615618617383565,0.3600283521358857
98,1700233852.5646343,-0.0334543585777282,0.2074463367462158,0.4306700825691223,-2.863698482513428,-1.575506329536438,-0.9282109305810696,-2.9827462477844,-1.5920792081259445,5.304944344532759,0.4723019644259137,0.4429451522631876,0.0015129600963616,0.40545781441137435
99,1700233852.6646054,-0.0201287865638732,-0.0633240938186645,0.3815302848815918,-2.8411407470703125,-1.604155659675598,-0.8923453610165315,-2.9601376089670803,-1.625714826253701,5.347216320488178,0.3692134012394056,0.3573977154043486,-0.013434419263859,0.45157651163852247
100,1700233852.7646322,-0.3918391466140747,0.2247884273529052,0.3932330310344696,-2.8120317459106445,-1.637726902961731,-0.8501973293318754,-2.937554621989253,-1.6564646517443993,5.385349005561899,0.3979173276637017,0.3945004789484548,-0.2464053557543738,0.33317406628863666
