,kf_x,kf_y,kf_theta,kf_omega,kf_v,kf_vdot,odom_v
0,-2.6792564709993543,-3.3855077478647226,2.0523184192524058,8.406705879119377e-07,0.00019301560299455606,0.011310714335480986,0.0
1,-2.679448631643516,-3.3851400093683637,2.052318332346225,-1.8460517450822843e-06,0.007334255369629772,0.006745107665892343,0.011001601986768436
2,-2.6810772215300314,-3.3820233726197513,2.0523209798549686,4.299575537622506e-05,0.05223730289406575,0.0063550394556954075,0.0793031642976942
3,-2.6839594011307972,-3.376507111737586,2.0521825491876964,-0.002243804786275522,0.08455728323229035,0.3463739072623161,0.09467268175466888
4,-2.68511802447911,-3.3742545775692623,2.0481188308311147,-0.0641826846842421,0.05129809044653438,0.963898534926677,-0.007995023991452549
5,-2.687703682825357,-3.3692085827805855,2.0351624959170054,-0.17015315035336065,0.14535790113140196,0.7169460962003917,0.1303344009904679
6,-2.690642030024473,-3.36314327321726,2.0115972329287177,-0.27619182872229037,0.09451224982069398,0.808191279355768,0.04218514864991705
7,-2.693939590922653,-3.356031237937376,1.9769791942826118,-0.3901360817888973,0.13159384663600832,0.3986996530371275,0.05386374512579791
8,-2.6977502693015816,-3.3470821610551256,1.9400778759724278,-0.3548114736315868,0.10343117283053709,0.18244018156918104,0.1134206632068298
9,-2.703364327082022,-3.332923868980612,1.9048066125274878,-0.3534403478137996,0.18418030465665175,-0.3227925340100307,0.16114884040617394
10,-2.7087971360410212,-3.3171197250972213,1.8691603449523353,-0.3576177842223588,0.13101234113978938,-0.1197115830607289,0.15865588633969258
11,-2.7118027222047134,-3.307197602030834,1.8350579118985022,-0.32862781212379866,0.07247685768165713,-0.05626734771128257,0.10300635375629226
12,-2.71204021611213,-3.3058008784103947,1.802802705591415,-0.3151948043342087,-0.017121691722949653,0.39074512957645974,0.08383172887567235
13,-2.7133209092953146,-3.3009775495995166,1.771358290327229,-0.31678832425069586,0.13011011287853785,0.16967432457939108,0.17471279261895895
14,-2.716224643840303,-3.2868785131972977,1.7387345846229163,-0.33247457750558823,0.15647119496359352,-0.16903158265427232,0.0944421522352378
15,-2.719489531708274,-3.267879388698445,1.7038896034800068,-0.359664497620428,0.21243973256332105,0.03529890790792095,0.138605377331299
16,-2.7230364593050305,-3.242051768714631,1.666030123611064,-0.39300085621831693,0.2878587619665658,-0.2684306512970083,0.22150585766933614
17,-2.7251393370391646,-3.2189687411963934,1.628136991677861,-0.3657009300980146,0.165473765371662,-0.16908843211868324,0.09873912187586972
18,-2.726465323040465,-3.1975939208940614,1.5907917188558884,-0.3839340332612053,0.23364308388953509,-0.23181463033033484,0.13959129833003828
19,-2.7268920337648184,-3.175021908805462,1.552669391212137,-0.3786727482278349,0.20482793810723116,-0.036021711965220915,0.13831326620424816
20,-2.726525200788624,-3.1510945512285895,1.5143208835711646,-0.39002055023744864,0.2646342260409862,-0.009071095440105672,0.20402206090258315
21,-2.7251826496610736,-3.128173751107494,1.4776303903535033,-0.3481403381172175,0.2032858043743876,0.0921429378420713,0.1430973434406556
22,-2.7234811209280183,-3.1100846360135805,1.445188901110031,-0.3058197968149902,0.1703426322835384,0.07418545081658423,0.15886411409462808
23,-2.721244524268485,-3.0923939937832037,1.4145484843513034,-0.30743349172501777,0.20588989398072266,0.3894676557833991,0.21643255167001962
24,-2.718016691632872,-3.0716769921476157,1.3858125401062094,-0.27437779319027483,0.24810462347639806,0.34693863982312184,0.24463920800591507
25,-2.713521146828059,-3.047533527237332,1.3595942896883721,-0.2539526125596789,0.2701339429892187,0.17926342654168784,0.2787027600176187
26,-2.708953719479394,-3.026459107903885,1.336581878121492,-0.20982375285776597,0.18988193226426708,0.12593666736388198,0.1948125227013105
27,-2.7034237443631,-3.0031277974761728,1.31306419688622,-0.2566179797264581,0.293499402740083,0.20990648261109457,0.3059394587388312
28,-2.695492668567422,-2.973086530736515,1.2853890297352648,-0.2913481040023546,0.34914752512796693,0.30851101944734743,0.3083831972500336
29,-2.6854618554041196,-2.939204761090819,1.2509281367352416,-0.38210609073529433,0.3791594313055027,0.04000909558673171,0.24872652530568615
30,-2.676278510516431,-2.9113726769455037,1.2225250652947217,-0.20364140603692196,0.23880054015444147,0.32452713206357436,0.25261729105827735
31,-2.668326148107917,-2.889551434678463,1.200701154489626,-0.2284356913370505,0.25332379968568836,0.1367207350814359,0.24775222382960999
32,-2.659069238960571,-2.865631865166753,1.1788340426122446,-0.21195523968217034,0.27053208663395756,0.11489206464811802,0.29127711306538145
33,-2.6493487993969174,-2.8422590555156644,1.15597024845107,-0.23898950388883916,0.2566698845677561,0.17964974210227574,0.24201860475818215
34,-2.637671280550692,-2.8157023413498456,1.1297009476472857,-0.28173986114638927,0.3253526089398984,0.015517764662262373,0.29348900056591093
35,-2.6265061944973858,-2.791925819760649,1.109692403985583,-0.13870319531657985,0.21360899677688283,-0.02428753070572031,0.3060558088646062
36,-2.6163775607685666,-2.771641137433952,1.092411451012034,-0.19858431103501273,0.24998738754981947,0.2754070757203781,0.24756108583573713
37,-2.6040579954794367,-2.747769623713409,1.073902107722522,-0.17697947653665191,0.2953002259714483,-0.009750938884362348,0.3419694438567659
38,-2.5920446402837802,-2.72568220100531,1.058183871790806,-0.1408714710288248,0.2377952617108784,0.39279101385775655,0.25783239990622886
