t,imu_ax,imu_ay,odom_omega,odom_x,odom_y,odom_theta,kf_x,kf_y,kf_theta,kf_omega,kf_v,kf_vdot,
1700233645.0204232, 0.5048710703849792, 0.277840256690979, -0.2020902931690216, -2.6806209087371826, -2.4749960899353027, 1.230560443881935, -2.7213248920233912, -2.5016301221820942, 1.2275470747895345, -0.20137802306166258, 0.33779211316396207, 0.3243396773950368, 
1700233645.1204317, 0.020879507064819336, -0.057320475578308105, -0.24407263100147247, -2.666537046432495, -2.43943190574646, 1.207593726078751, -2.7098259812432173, -2.469504579158998, 1.2064221611763297, -0.21444888551603605, 0.36991579575985006, 0.1369557409246021, 
1700233645.2204523, 0.10127860307693481, 0.021557629108428955, -0.22169187664985657, -2.6500463485717773, -2.4003522396087646, 1.181871661826941, -2.6968493154075337, -2.4352788812537587, 1.187309197367487, -0.18577169490445622, 0.37251672612175357, 0.11472120732540761, 
1700233645.3204758, 0.22045713663101196, -0.04889410734176636, -0.25919079780578613, -2.6348092555999756, -2.365929365158081, 1.1565793773115358, -2.6830764592753225, -2.401363486321616, 1.1666046332753945, -0.21027140415282344, 0.3783878170608292, 0.1799272223752496, 
1700233645.4204574, -0.08756643533706665, -0.3749958276748657, -0.23569737374782562, -2.6196155548095703, -2.334284543991089, 1.1317203975374008, -2.6674661394740293, -2.3655227297717762, 1.1370522487658805, -0.31241015742765815, 0.4186259736016107, 0.0151593317942392, 
1700233645.5204556, -0.04574984312057495, 0.5666793584823608, -0.2364855259656906, -2.6019198894500732, -2.299867868423462, 1.1083605594392427, -2.6529751071258136, -2.3327079814447327, 1.1270188804905812, -0.05584607113187484, 0.2974853098174251, -0.024637131675139076, 
1700233645.6204624, 0.4599325656890869, -0.1862320899963379, -0.20730124413967133, -2.5815677642822266, -2.262258291244507, 1.0870595916656125, -2.638975936662702, -2.303847689668609, 1.1126102054293414, -0.16487050451210228, 0.35926449298229224, 0.2757481921437101, 
1700233645.72048, -0.18686532974243164, 0.08718258142471313, -0.19871732592582703, -2.562370538711548, -2.2282042503356934, 1.0683915509676294, -2.6231280749490304, -2.271501187448282, 1.0988534136041788, -0.13339738951353058, 0.37365630267441474, -0.010153009359757326, 
1700233645.820475, 0.6437008380889893, 0.34501558542251587, -0.22881950438022614, -2.5445849895477295, -2.1968982219696045, 1.0462162004849493, -2.6069599520853313, -2.2393837008650217, 1.0926533938940448, -0.04926318949734525, 0.3621072056739011, 0.3934109531526493, 
1700233645.920444, 0.08259427547454834, -0.24369549751281738, -0.20251719653606415, -2.524277448654175, -2.1634361743927, 1.025747812139049, -2.5902294482328987, -2.2078948996088408, 1.0761768087693706, -0.18408836380999838, 0.39135602882250586, 0.20133542559833345, 
1700233646.0204563, -0.513874351978302, -0.01669234037399292, -0.2158893346786499, -2.501343011856079, -2.1271257400512695, 1.0019670427294698, -2.5718859388204156, -2.173842608435711, 1.0581434521727906, -0.1797290015996844, 0.38419834896168115, -0.2407817492768669, 
1700233646.120442, -0.4741774797439575, -0.5093724131584167, -0.26015883684158325, -2.48048996925354, -2.095733642578125, 0.9769176528089757, -2.5511030454538854, -2.1378166192465224, 1.0256827942456541, -0.3530795021077766, 0.4150599932003345, -0.3839260337656817, 
1700233646.2204561, 0.3181127905845642, -0.06979799270629883, -0.2610611319541931, -2.4604079723358154, -2.067558526992798, 0.9527202895882031, -2.530034288856631, -2.1027926872383667, 0.995383242916787, -0.293112385203777, 0.38189988787369045, 0.04966455981264162, 
1700233646.3204582, -0.3055729269981384, -0.5485227704048157, -0.29312893748283386, -2.4374630451202393, -2.0372731685638428, 0.9231012309406254, -2.5075658630129203, -2.068718677116759, 0.9552469563978032, -0.42670448875815037, 0.4352338540472113, -0.16879545889080444, 
1700233646.4204507, -0.36959463357925415, -0.18885982036590576, -0.30909037590026855, -2.4117307662963867, -2.005307912826538, 0.8893801614332141, -2.4829935052834613, -2.0337879334644686, 0.9158352112191748, -0.3865926597367282, 0.39447944134194785, -0.29322198949928413, 
1700233646.5204628, 0.28029149770736694, -0.3795408010482788, -0.3280227780342102, -2.3884785175323486, -1.97835111618042, 0.8578601406542398, -2.457787659855419, -2.0011411019703282, 0.8736954860255135, -0.43229337508330734, 0.4193619139887608, 0.06190065274233242, 
1700233646.6204486, -0.19180995225906372, -0.38006412982940674, -0.3768489360809326, -2.3664982318878174, -1.954304575920105, 0.82601181815543, -2.4307359554845585, -1.9690277329418435, 0.8268045130397232, -0.47676365151511857, 0.4261074773641848, -0.09472961460553206, 
1700233646.7204683, -0.3327043652534485, -0.19318324327468872, -0.35062190890312195, -2.342106342315674, -1.9296281337738037, 0.7910197902632912, -2.402601087060873, -1.9382702749984246, 0.7828791331887851, -0.4293285239109397, 0.38577341351065786, -0.24225179175087247, 
1700233646.8204467, -0.32050609588623047, -0.6373692750930786, -0.24583391845226288, -2.316366672515869, -1.905003309249878, 0.7612530340200857, -2.372516979519749, -1.9084251592377532, 0.7353026087006697, -0.4947107388974064, 0.44038420515204413, -0.2891404073562184, 
1700233646.920447, 0.18181920051574707, -0.19812101125717163, -0.18402336537837982, -2.2928855419158936, -1.8843351602554321, 0.741082568419783, -2.3412170548767754, -1.879692254558467, 0.6954913089186472, -0.3746116431998697, 0.3754318524262931, 0.0009656324156854801, 
1700233647.020469, -0.5839442610740662, 0.12765657901763916, -0.1709740161895752, -2.2723159790039062, -1.866254448890686, 0.7244009769467469, -2.31439514214537, -1.8567404805409993, 0.6704802134014154, -0.2170885348894147, 0.2882663728091436, -0.36187585577459297, 
1700233647.1204078, -0.34416860342025757, 0.7939966320991516, -0.09721125662326813, -2.2504262924194336, -1.8473575115203857, 0.7134113115295232, -2.293343421952332, -1.8391926392441837, 0.670595573405751, 0.0482418856285039, 0.18274164235213358, -0.3523184432573251, 
1700233647.2204704, -0.12321728467941284, -1.0102182626724243, -0.061591558158397675, -2.228949785232544, -1.8291540145874023, 0.7060555932565887, -2.2779362275160366, -1.827555166644712, 0.6559278573109025, -0.17828927880958154, 0.198327999674972, -0.20988449846217544, 
1700233647.3204637, -0.18690431118011475, 0.2825528383255005, -0.05168383941054344, -2.206103801727295, -1.810082197189331, 0.702012106753774, -2.2608934330585755, -1.814130026250608, 0.6490582386775039, -0.0582972373416699, 0.20191180764407066, -0.19528631560087784, 
1700233647.4204695, -0.7235792279243469, -0.5122960209846497, 0.03629541024565697, -2.187969446182251, -1.7947121858596802, 0.7028660905510631, -2.241243391299996, -1.7992854369666407, 0.6387673992184507, -0.10838495597011726, 0.24399580038285829, -0.5204552794015538, 
1700233647.5204594, 0.00751495361328125, -0.137465238571167, 0.04817727953195572, -2.169138193130493, -1.7785009145736694, 0.7070123210329412, -2.2200272911002163, -1.7834006024507574, 0.6324486392638157, -0.06065866337086449, 0.23947537118076934, -0.19362117887796437, 
1700233647.6204576, 0.1221163272857666, 0.0615043044090271, 0.03581434115767479, -2.1492245197296143, -1.7611721754074097, 0.7115599257518185, -2.2006923105128844, -1.769076301922187, 0.6321531527423228, 0.0010309653756581105, 0.22885791843558898, 0.0014934446856907646, 
1700233647.7204301, 0.47114992141723633, 0.08871620893478394, 0.02377849631011486, -2.1302988529205322, -1.744779109954834, 0.7169554399585235, -2.181816800905143, -1.7551792341765788, 0.6350219613002119, 0.0306071855082975, 0.2502703803377385, 0.29187241105418804, 
1700233647.8204587, 0.45154398679733276, -0.9553042054176331, -0.02384217642247677, -2.1117990016937256, -1.7283552885055542, 0.7138004539092412, -2.162464714228629, -1.7415716192629844, 0.6148585465293204, -0.21795108209078076, 0.26472624471270095, 0.3902281050263839, 
1700233647.9204514, -0.01820617914199829, 1.2428719997406006, -0.01350712962448597, -2.0893776416778564, -1.7092311382293701, 0.7116850482779254, -2.148861110674554, -1.7309573037477832, 0.630598103147795, 0.18562733255228372, 0.14108578128285817, 0.13525658956622993, 
1700233648.0204542, 0.028710126876831055, -0.7544761896133423, -0.02298324927687645, -2.0655441284179688, -1.6884984970092773, 0.7087348120336506, -2.137932166112273, -1.7234060887766618, 0.6300894500054665, -0.02053272686806118, 0.14384582052633804, 0.06931358891764973, 
1700233648.1204832, -0.4620194435119629, -0.17071658372879028, -0.010111875832080841, -2.044893503189087, -1.6711375713348389, 0.7064382313061092, -2.1222406235069307, -1.7120011898776388, 0.6263296419033236, -0.03888081124550659, 0.21952829437470223, -0.2576155451014961, 
1700233648.2204576, 0.5745725035667419, -0.45933085680007935, -0.043531615287065506, -2.027742624282837, -1.6566212177276611, 0.7003873272713377, -2.1029530564399024, -1.698251532312398, 0.6132787384242449, -0.13460774102901268, 0.24539663789511684, 0.2571507217390332, 
1700233648.3203626, 0.331121563911438, 0.10573333501815796, -0.054072920233011246, -2.0080132484436035, -1.6403244733810425, 0.6969166048054697, -2.083819243019922, -1.6846232210856735, 0.6064277995381329, -0.06510359215611694, 0.25563233769906, 0.30256382113395697, 
1700233648.4204392, -0.46656352281570435, 0.35801488161087036, -0.04513673484325409, -1.9864490032196045, -1.622403621673584, 0.6910228833107219, -2.0637994914493856, -1.6704843573217842, 0.6090474593953873, 0.032234886705579086, 0.24548380343305187, -0.1730826211860435, 
1700233648.5204458, 0.8672261238098145, -0.33190423250198364, -0.02371467649936676, -1.9673705101013184, -1.606676697731018, 0.6884791963872956, -2.044288105097307, -1.6571500137658108, 0.6026383153079712, -0.07091055557387027, 0.24396062140633126, 0.46960123183382324, 
1700233648.620447, -0.03772616386413574, 0.0967475175857544, -0.08843592554330826, -1.949194073677063, -1.5918946266174316, 0.6824977454895059, -2.0248328848518735, -1.6437179276930058, 0.5972230117678576, -0.05289362951219021, 0.26449952491358447, 0.1558698018182742, 
1700233648.7204425, 0.24239486455917358, -0.5126340985298157, -0.08764230459928513, -1.9279676675796509, -1.5751855373382568, 0.6745336846524311, -2.002606756189176, -1.6289668000319901, 0.5792463684028515, -0.1896590080027661, 0.28773209522392845, 0.20943755634541597, 
1700233648.8204598, -0.7372369170188904, 1.4613946676254272, -0.021687772125005722, -1.9054057598114014, -1.5573338270187378, 0.6699716432758219, -1.9876545074131375, -1.617988936226214, 0.6027578245443378, 0.27217184815787965, 0.1092812258667972, -0.37856676987479976, 
1700233648.9205172, -0.09270888566970825, -0.1720077395439148, 0.0, -1.8874714374542236, -1.5428663492202759, 0.6699716432758219, -1.9759720040537945, -1.610261438942866, 0.6161379434762475, 0.11942629049513326, 0.13533459783877588, -0.20092562058116745, 
1700233649.0204747, 0.2515362501144409, -0.3510744571685791, 0.0, -1.8722339868545532, -1.5311627388000488, 0.6682078742539138, -1.963488619008773, -1.6016119219459701, 0.6180166851143813, 0.012447708363762341, 0.15651881510592006, 0.0791816552282125, 
1700233649.120479, 0.31926965713500977, -0.1242443323135376, -0.03163975849747658, -1.851800560951233, -1.5151426792144775, 0.6641945048742381, -1.9494049166562495, -1.5916744436577304, 0.6153440696587964, -0.028261563570478272, 0.1971536355825944, 0.2279951102164605, 
1700233649.2204723, -0.24446886777877808, -0.2506077289581299, -0.05369878560304642, -1.836263656616211, -1.5031229257583618, 0.659675720749465, -1.9327227914342773, -1.5799991313713908, 0.6069045098826967, -0.08647980786104965, 0.21728752157242726, -0.06380523089854559, 
