,kf_x,kf_y,kf_theta,kf_omega,kf_v,kf_vdot,odom_v
0,-2.6792290938485066,-3.38556013961751,2.0523184592843386,1.0408302517004943e-06,0.0001664808714219848,0.014001041286588915,0.0
1,-2.6812694018673433,-3.3816555952154244,2.052318343232175,-1.5607674328149683e-06,0.05326602132250512,0.00835355606090957,0.08117182882609814
2,-2.684555339877321,-3.375367402468195,2.052340738155693,0.00030851549120386343,0.07845856585736921,0.006621661873152992,0.09321374198877452
3,-2.686069167331603,-3.3724684353164673,2.052134594440337,-0.003271093591212221,0.028135667279898822,0.34530535516363314,-0.012515900376183633
4,-2.6861576481599165,-3.372277488915749,2.0484084992861153,-0.05690950980749118,0.05200176010362461,0.9645261735621812,0.02764457950207062
5,-2.687276820619019,-3.370061090823994,2.0358086177728567,-0.16768884829441782,0.09317152170694326,0.7162825755441486,0.04768132544875345
6,-2.688798208084159,-3.366882326107158,2.012039219260937,-0.2805876702349537,0.07527790661347444,0.8084991282865567,0.04151075172745157
7,-2.691586152482534,-3.3609035404304324,1.9772626162565485,-0.3894256707560915,0.12303841985598743,0.39899626553398365,0.04952614823293552
8,-2.695921732903589,-3.3508293345079476,1.9404701560489237,-0.35423945669755835,0.1302789715857936,0.18316231099595692,0.16654127421100046
9,-2.701748299831389,-3.3360210236492946,1.9049275790700018,-0.3571977492507972,0.17612959211583107,-0.3231240917165872,0.13011318161302804
10,-2.7073327157096614,-3.3198645345478304,1.8690754299613994,-0.3591299122666743,0.1438558244146891,-0.11947467267952719,0.1869393384872271
11,-2.711057026018964,-3.3076864712238057,1.83506734857264,-0.3267629221772222,0.10432969417817937,-0.05584751274891109,0.1509827750312133
12,-2.712189561066754,-3.303017680993798,1.803569976744922,-0.3038702081750265,0.01797827544208956,0.3909593789490842,0.1232207319549371
13,-2.713937903684869,-3.296111743448195,1.7726983405106012,-0.3144811231103885,0.14126101298150212,0.1693413780723108,0.17246503630100218
14,-2.717008384727895,-3.281249795475843,1.7401302361032946,-0.3330932714078847,0.1618603780914649,-0.169257708394285,0.09739546575198146
15,-2.7202116338130713,-3.262655903938079,1.7051506692337057,-0.3613996425065949,0.2013022738674024,0.03492689607871191,0.11575698790486587
16,-2.7230804100060704,-3.241551381909453,1.6670004107083403,-0.39501087563889964,0.21276308599278587,-0.26968049365592606,0.09565437426091265
17,-2.725241171345516,-3.2195460057312695,1.6294598356052137,-0.36316463882758493,0.20369659523751002,-0.16759612652549255,0.21545986166833578
18,-2.7267428518213093,-3.1951857123036054,1.5916418291174521,-0.39163995951074143,0.257610667513362,-0.23149290888875834,0.15949176094382386
19,-2.7272167261874296,-3.1708021933491324,1.552923450473479,-0.3830019097216206,0.21822578989426622,-0.03608406210247084,0.14605979126410537
20,-2.726833727217045,-3.1455738592891764,1.514237716122545,-0.39301697639622996,0.27740313993728755,-0.009105253136691895,0.21753863206070254
21,-2.7254069871625974,-3.120979552959662,1.4774038759327333,-0.348477570283364,0.22274977851633282,0.09224458781127906,0.1693361732081534
22,-2.7234508894787366,-3.0999221328450473,1.445125600975956,-0.30367015801040964,0.20796703697627872,0.07453930944827236,0.21211842985857102
23,-2.72097762723759,-3.0807506037443777,1.414472478720623,-0.306891514492039,0.20342486411437383,0.3889058836727468,0.18827348226395993
