,kf_x,kf_y,kf_theta,kf_omega,kf_v,kf_vdot,odom_v
0,-2.319649684521562,-0.883665459291384,-1.8053506490203337,4.867478829900002e-06,0.00022168618355651945,0.018643808037103277,0.0
1,-2.3202674172477162,-0.8862506264081428,-1.8053501139926629,5.438058141607394e-06,0.032313879932347765,0.004683761039497917,0.04892520497003757
2,-2.3205789775296335,-0.8875545111535144,-1.8053463556253204,4.96382687990434e-05,0.006171671889517661,-0.002326023970811074,-0.009698772481820505
3,-2.3209790381223434,-0.8892289560444289,-1.8052914925898782,0.0008028067527936264,0.03579429856979288,0.23820062754318888,0.04745815396630986
4,-2.3221413772568567,-0.8941677743622904,-1.7956277586485676,0.15162654276391685,0.08159036018706131,0.2046658013680911,0.09603778874826144
5,-2.3230372053235384,-0.8987684535187412,-1.7440429635022576,0.7349224428679794,0.03798673606889852,0.028835018171336935,0.048077225626835314
6,-2.324414019667182,-0.9063639764315268,-1.6584024605898058,0.9315227489830237,0.10621260077609437,0.03762727270962094,0.14175857473504358
7,-2.324989185174968,-0.9143535537750432,-1.5622229926558324,0.9799736863531278,0.061586146004884594,0.08774443445980044,0.07399098493284346
8,-2.3249496698045875,-0.9207739371411858,-1.4643536592241464,0.9780772917899367,0.07526743864624791,0.0630694594594049,0.07554392232332832
9,-2.3240555195502735,-0.9294402907520056,-1.3658560001539555,0.9901504183708242,0.11842809603444547,0.18069904147587457,0.08197977324954582
10,-2.3216988487744668,-0.9407548260512805,-1.266760208646004,0.9912390869678473,0.12627005151687312,0.1209409429357057,0.16843868153995892
11,-2.3179642301092667,-0.9525787571688846,-1.1659407100190553,1.0186161549960857,0.13395706528624693,0.1196074105345004,0.1634597391554674
12,-2.3100433013589288,-0.9714902791819133,-1.0554531972734464,1.1688847868497916,0.3547914028217575,0.21835644665465026,0.1938202040876894
13,-2.2974967138766713,-0.9924039525082434,-0.9278732583154108,1.327671755971327,0.06769568132786047,-0.16407886299465907,0.13530647862336695
14,-2.2918124744238906,-1.0003542319121606,-0.8030108549586931,1.2035128396281303,0.12225093461000822,-0.04239352269218885,0.1494254941542603
15,-2.279949093278163,-1.0130807770350863,-0.6912209036295855,1.0710084175069872,0.29144136734770915,0.3010003129646496,0.1695716840014646
16,-2.261488376487347,-1.0278549481354462,-0.5730170361220112,1.2444272409674373,0.1506258033724352,0.0767276188693646,0.12775489422401715
